tw_id,video_id,entity_tw_id
TW2521,V_C001_20260409_070000,P20260409_0008_TW2521
TW2521,V_C001_20260409_070000,P20260409_0050_TW2521
TW2521,V_C001_20260409_070000,P20260409_0027_TW2521
TW2521,V_C001_20260409_070000,P20260409_0017_TW2521
TW2521,V_C001_20260409_070000,P20260409_0047_TW2521
TW2521,V_C001_20260409_070000,P20260409_0041_TW2521
TW2521,V_C001_20260409_070000,P20260409_0007_TW2521
TW2521,V_C001_20260409_070000,P20260409_0013_TW2521
TW2521,V_C001_20260409_070000,P20260409_0032_TW2521
TW2521,V_C001_20260409_070000,P20260409_0023_TW2521
TW2521,V_C001_20260409_070000,P20260409_0033_TW2521
TW2521,V_C001_20260409_070000,P20260409_0024_TW2521
TW2521,V_C001_20260409_070000,P20260409_0025_TW2521
TW2521,V_C001_20260409_070000,P20260409_0043_TW2521
TW2521,V_C001_20260409_070000,P20260409_0004_TW2521
TW2521,V_C001_20260409_070000,P20260409_0048_TW2521
TW2521,V_C001_20260409_070000,P20260409_0030_TW2521
TW2521,V_C001_20260409_070000,P20260409_0042_TW2521
TW2521,V_C001_20260409_070000,P20260409_0035_TW2521
TW2521,V_C001_20260409_070000,P20260409_0015_TW2521
TW2521,V_C001_20260409_070000,P20260409_0018_TW2521
TW2521,V_C001_20260409_070000,P20260409_0040_TW2521
TW2521,V_C001_20260409_070000,T20260409_0013_TW2521
TW2521,V_C001_20260409_070000,T20260409_0007_TW2521
TW2521,V_C001_20260409_070000,T20260409_0001_TW2521
TW2521,V_C001_20260409_070000,T20260409_0014_TW2521
TW2521,V_C001_20260409_070000,T20260409_0006_TW2521
TW2521,V_C001_20260409_070000,T20260409_0019_TW2521
TW2521,V_C001_20260409_070000,T20260409_0002_TW2521
TW2521,V_C001_20260409_070000,T20260409_0017_TW2521
TW2521,V_C001_20260409_070000,T20260409_0015_TW2521
TW2521,V_C001_20260409_070000,T20260409_0010_TW2521
TW2521,V_C001_20260409_070000,T20260409_0016_TW2521
TW2521,V_C001_20260409_070000,T20260409_0008_TW2521
TW2521,V_C001_20260409_070000,T20260409_0003_TW2521
TW2521,V_C001_20260409_070000,T20260409_0020_TW2521
TW2521,V_C001_20260409_070000,T20260409_0018_TW2521
TW2521,V_C001_20260409_070000,T20260409_0011_TW2521
TW2521,V_C001_20260409_070000,T20260409_0012_TW2521
TW2521,V_C001_20260409_070000,T20260409_0009_TW2521
TW2521,V_C001_20260409_070000,VH20260409_0003_TW2521
TW2521,V_C001_20260409_070000,VH20260409_0007_TW2521
TW2521,V_C001_20260409_070000,VH20260409_0005_TW2521
TW2521,V_C001_20260409_070000,VH20260409_0008_TW2521
TW2521,V_C002_20260409_070000,P20260409_0005_TW2521
TW2521,V_C002_20260409_070000,P20260409_0010_TW2521
TW2521,V_C002_20260409_070000,P20260409_0038_TW2521
TW2521,V_C002_20260409_070000,P20260409_0026_TW2521
TW2521,V_C002_20260409_070000,P20260409_0044_TW2521
TW2521,V_C002_20260409_070000,P20260409_0009_TW2521
TW2521,V_C002_20260409_070000,P20260409_0028_TW2521
TW2521,V_C002_20260409_070000,P20260409_0029_TW2521
TW2521,V_C002_20260409_070000,P20260409_0049_TW2521
TW2521,V_C002_20260409_070000,P20260409_0031_TW2521
TW2521,V_C002_20260409_070000,P20260409_0036_TW2521
TW2521,V_C002_20260409_070000,P20260409_0016_TW2521
TW2521,V_C002_20260409_070000,P20260409_0045_TW2521
TW2521,V_C002_20260409_070000,P20260409_0002_TW2521
TW2521,V_C002_20260409_070000,P20260409_0034_TW2521
TW2521,V_C002_20260409_070000,P20260409_0001_TW2521
TW2521,V_C002_20260409_070000,P20260409_0012_TW2521
TW2521,V_C002_20260409_070000,P20260409_0039_TW2521
TW2521,V_C002_20260409_070000,P20260409_0003_TW2521
TW2521,V_C002_20260409_070000,T20260409_0004_TW2521
TW2521,V_C002_20260409_070000,T20260409_0005_TW2521
TW2521,V_C002_20260409_070000,VH20260409_0009_TW2521
TW2521,V_C002_20260409_070000,VH20260409_0006_TW2521
TW2521,V_C003_20260409_070000,P20260409_0019_TW2521
TW2521,V_C003_20260409_070000,P20260409_0046_TW2521
TW2521,V_C003_20260409_070000,P20260409_0021_TW2521
TW2521,V_C003_20260409_070000,P20260409_0037_TW2521
TW2521,V_C003_20260409_070000,P20260409_0011_TW2521
TW2521,V_C003_20260409_070000,P20260409_0020_TW2521
TW2521,V_C007_20260409_070000,VH20260409_0004_TW2521
TW2521,V_C007_20260409_070000,VH20260409_0010_TW2521
TW2521,V_C007_20260409_070000,VH20260409_0012_TW2521
TW2521,V_C008_20260409_070000,VH20260409_0011_TW2521
TW2521,V_C008_20260409_070000,VH20260409_0001_TW2521
TW2521,V_C008_20260409_070000,VH20260409_0002_TW2521
TW2522,V_C001_20260409_070000,P20260409_0040_TW2522
TW2522,V_C001_20260409_070000,P20260409_0006_TW2522
TW2522,V_C001_20260409_070000,P20260409_0030_TW2522
TW2522,V_C001_20260409_070000,P20260409_0035_TW2522
TW2522,V_C001_20260409_070000,P20260409_0048_TW2522
TW2522,V_C001_20260409_070000,P20260409_0047_TW2522
TW2522,V_C001_20260409_070000,P20260409_0002_TW2522
TW2522,V_C001_20260409_070000,P20260409_0001_TW2522
TW2522,V_C001_20260409_070000,P20260409_0029_TW2522
TW2522,V_C001_20260409_070000,P20260409_0033_TW2522
TW2522,V_C001_20260409_070000,P20260409_0008_TW2522
TW2522,V_C001_20260409_070000,P20260409_0003_TW2522
TW2522,V_C001_20260409_070000,P20260409_0028_TW2522
TW2522,V_C001_20260409_070000,P20260409_0013_TW2522
TW2522,V_C001_20260409_070000,P20260409_0036_TW2522
TW2522,V_C001_20260409_070000,P20260409_0031_TW2522
TW2522,V_C001_20260409_070000,P20260409_0010_TW2522
TW2522,V_C001_20260409_070000,P20260409_0009_TW2522
TW2522,V_C001_20260409_070000,P20260409_0042_TW2522
TW2522,V_C001_20260409_070000,P20260409_0039_TW2522
TW2522,V_C001_20260409_070000,P20260409_0049_TW2522
TW2522,V_C001_20260409_070000,P20260409_0046_TW2522
TW2522,V_C001_20260409_070000,P20260409_0024_TW2522
TW2522,V_C001_20260409_070000,P20260409_0045_TW2522
TW2522,V_C001_20260409_070000,P20260409_0017_TW2522
TW2522,V_C001_20260409_070000,T20260409_0005_TW2522
TW2522,V_C001_20260409_070000,T20260409_0016_TW2522
TW2522,V_C001_20260409_070000,T20260409_0001_TW2522
TW2522,V_C001_20260409_070000,T20260409_0009_TW2522
TW2522,V_C001_20260409_070000,T20260409_0008_TW2522
TW2522,V_C001_20260409_070000,T20260409_0019_TW2522
TW2522,V_C001_20260409_070000,T20260409_0012_TW2522
TW2522,V_C001_20260409_070000,T20260409_0014_TW2522
TW2522,V_C001_20260409_070000,T20260409_0003_TW2522
TW2522,V_C001_20260409_070000,T20260409_0018_TW2522
TW2522,V_C001_20260409_070000,T20260409_0006_TW2522
TW2522,V_C001_20260409_070000,T20260409_0013_TW2522
TW2522,V_C001_20260409_070000,T20260409_0002_TW2522
TW2522,V_C001_20260409_070000,VH20260409_0003_TW2522
TW2522,V_C001_20260409_070000,VH20260409_0001_TW2522
TW2522,V_C001_20260409_070000,VH20260409_0002_TW2522
TW2522,V_C001_20260409_070000,VH20260409_0011_TW2522
TW2522,V_C001_20260409_070000,VH20260409_0005_TW2522
TW2522,V_C002_20260409_070000,P20260409_0005_TW2522
TW2522,V_C002_20260409_070000,P20260409_0026_TW2522
TW2522,V_C002_20260409_070000,P20260409_0032_TW2522
TW2522,V_C002_20260409_070000,P20260409_0018_TW2522
TW2522,V_C002_20260409_070000,P20260409_0050_TW2522
TW2522,V_C002_20260409_070000,P20260409_0012_TW2522
TW2522,V_C002_20260409_070000,P20260409_0022_TW2522
TW2522,V_C002_20260409_070000,P20260409_0038_TW2522
TW2522,V_C002_20260409_070000,P20260409_0015_TW2522
TW2522,V_C002_20260409_070000,P20260409_0007_TW2522
TW2522,V_C002_20260409_070000,T20260409_0011_TW2522
TW2522,V_C002_20260409_070000,T20260409_0020_TW2522
TW2522,V_C002_20260409_070000,T20260409_0015_TW2522
TW2522,V_C002_20260409_070000,T20260409_0010_TW2522
TW2522,V_C002_20260409_070000,VH20260409_0007_TW2522
TW2522,V_C003_20260409_070000,P20260409_0019_TW2522
TW2522,V_C003_20260409_070000,P20260409_0025_TW2522
TW2522,V_C003_20260409_070000,P20260409_0037_TW2522
TW2522,V_C003_20260409_070000,P20260409_0004_TW2522
TW2522,V_C003_20260409_070000,P20260409_0027_TW2522
TW2522,V_C003_20260409_070000,P20260409_0023_TW2522
TW2522,V_C003_20260409_070000,P20260409_0044_TW2522
TW2522,V_C003_20260409_070000,P20260409_0021_TW2522
TW2522,V_C003_20260409_070000,P20260409_0043_TW2522
TW2522,V_C003_20260409_070000,P20260409_0041_TW2522
TW2522,V_C003_20260409_070000,P20260409_0020_TW2522
TW2522,V_C003_20260409_070000,P20260409_0011_TW2522
TW2522,V_C003_20260409_070000,P20260409_0014_TW2522
TW2522,V_C003_20260409_070000,P20260409_0034_TW2522
TW2522,V_C003_20260409_070000,P20260409_0016_TW2522
TW2522,V_C003_20260409_070000,T20260409_0017_TW2522
TW2522,V_C003_20260409_070000,T20260409_0007_TW2522
TW2522,V_C003_20260409_070000,T20260409_0004_TW2522
TW2522,V_C007_20260409_070000,VH20260409_0004_TW2522
TW2522,V_C007_20260409_070000,VH20260409_0006_TW2522
TW2523,V_C001_20260409_070000,P20260409_0008_TW2523
TW2523,V_C001_20260409_070000,P20260409_0045_TW2523
TW2523,V_C001_20260409_070000,P20260409_0006_TW2523
TW2523,V_C001_20260409_070000,P20260409_0048_TW2523
TW2523,V_C001_20260409_070000,P20260409_0028_TW2523
TW2523,V_C001_20260409_070000,P20260409_0029_TW2523
TW2523,V_C001_20260409_070000,P20260409_0018_TW2523
TW2523,V_C001_20260409_070000,P20260409_0021_TW2523
TW2523,V_C001_20260409_070000,P20260409_0024_TW2523
TW2523,V_C001_20260409_070000,P20260409_0032_TW2523
TW2523,V_C001_20260409_070000,P20260409_0038_TW2523
TW2523,V_C001_20260409_070000,P20260409_0002_TW2523
TW2523,V_C001_20260409_070000,P20260409_0019_TW2523
TW2523,V_C001_20260409_070000,P20260409_0007_TW2523
TW2523,V_C001_20260409_070000,P20260409_0014_TW2523
TW2523,V_C001_20260409_070000,P20260409_0013_TW2523
TW2523,V_C001_20260409_070000,P20260409_0027_TW2523
TW2523,V_C001_20260409_070000,P20260409_0031_TW2523
TW2523,V_C001_20260409_070000,P20260409_0042_TW2523
TW2523,V_C001_20260409_070000,T20260409_0012_TW2523
TW2523,V_C001_20260409_070000,T20260409_0004_TW2523
TW2523,V_C001_20260409_070000,T20260409_0011_TW2523
TW2523,V_C001_20260409_070000,T20260409_0013_TW2523
TW2523,V_C001_20260409_070000,T20260409_0018_TW2523
TW2523,V_C001_20260409_070000,T20260409_0007_TW2523
TW2523,V_C001_20260409_070000,T20260409_0016_TW2523
TW2523,V_C001_20260409_070000,T20260409_0002_TW2523
TW2523,V_C001_20260409_070000,T20260409_0017_TW2523
TW2523,V_C001_20260409_070000,T20260409_0015_TW2523
TW2523,V_C001_20260409_070000,T20260409_0006_TW2523
TW2523,V_C001_20260409_070000,T20260409_0009_TW2523
TW2523,V_C001_20260409_070000,T20260409_0019_TW2523
TW2523,V_C001_20260409_070000,VH20260409_0003_TW2523
TW2523,V_C001_20260409_070000,VH20260409_0002_TW2523
TW2523,V_C001_20260409_070000,VH20260409_0009_TW2523
TW2523,V_C002_20260409_070000,P20260409_0026_TW2523
TW2523,V_C002_20260409_070000,P20260409_0041_TW2523
TW2523,V_C002_20260409_070000,P20260409_0037_TW2523
TW2523,V_C002_20260409_070000,P20260409_0022_TW2523
TW2523,V_C002_20260409_070000,P20260409_0004_TW2523
TW2523,V_C002_20260409_070000,P20260409_0003_TW2523
TW2523,V_C002_20260409_070000,P20260409_0025_TW2523
TW2523,V_C002_20260409_070000,P20260409_0030_TW2523
TW2523,V_C002_20260409_070000,P20260409_0011_TW2523
TW2523,V_C002_20260409_070000,P20260409_0040_TW2523
TW2523,V_C002_20260409_070000,P20260409_0020_TW2523
TW2523,V_C002_20260409_070000,P20260409_0001_TW2523
TW2523,V_C002_20260409_070000,T20260409_0020_TW2523
TW2523,V_C002_20260409_070000,T20260409_0010_TW2523
TW2523,V_C002_20260409_070000,T20260409_0008_TW2523
TW2523,V_C002_20260409_070000,T20260409_0003_TW2523
TW2523,V_C002_20260409_070000,T20260409_0014_TW2523
TW2523,V_C002_20260409_070000,T20260409_0001_TW2523
TW2523,V_C002_20260409_070000,T20260409_0005_TW2523
TW2523,V_C002_20260409_070000,VH20260409_0001_TW2523
TW2523,V_C003_20260409_070000,P20260409_0015_TW2523
TW2523,V_C003_20260409_070000,P20260409_0009_TW2523
TW2523,V_C003_20260409_070000,P20260409_0017_TW2523
TW2523,V_C003_20260409_070000,P20260409_0016_TW2523
TW2523,V_C003_20260409_070000,P20260409_0043_TW2523
TW2523,V_C003_20260409_070000,P20260409_0046_TW2523
TW2523,V_C003_20260409_070000,P20260409_0036_TW2523
TW2523,V_C003_20260409_070000,P20260409_0023_TW2523
TW2523,V_C003_20260409_070000,P20260409_0044_TW2523
TW2523,V_C003_20260409_070000,P20260409_0034_TW2523
TW2523,V_C003_20260409_070000,P20260409_0039_TW2523
TW2523,V_C003_20260409_070000,P20260409_0047_TW2523
TW2523,V_C003_20260409_070000,P20260409_0010_TW2523
TW2523,V_C003_20260409_070000,P20260409_0033_TW2523
TW2523,V_C003_20260409_070000,P20260409_0005_TW2523
TW2523,V_C003_20260409_070000,P20260409_0035_TW2523
TW2523,V_C003_20260409_070000,P20260409_0012_TW2523
TW2523,V_C003_20260409_070000,P20260409_0049_TW2523
TW2523,V_C003_20260409_070000,P20260409_0050_TW2523
TW2523,V_C003_20260409_070000,VH20260409_0007_TW2523
TW2523,V_C003_20260409_070000,VH20260409_0004_TW2523
TW2523,V_C003_20260409_070000,VH20260409_0005_TW2523
TW2523,V_C004_20260409_070000,VH20260409_0006_TW2523
TW2523,V_C004_20260409_070000,VH20260409_0012_TW2523
TW2523,V_C004_20260409_070000,VH20260409_0010_TW2523
TW2523,V_C004_20260409_070000,VH20260409_0008_TW2523
TW2523,V_C007_20260409_070000,VH20260409_0011_TW2523
TW2524,V_C001_20260409_070000,P20260409_0038_TW2524
TW2524,V_C001_20260409_070000,P20260409_0032_TW2524
TW2524,V_C001_20260409_070000,P20260409_0013_TW2524
TW2524,V_C001_20260409_070000,P20260409_0042_TW2524
TW2524,V_C001_20260409_070000,P20260409_0031_TW2524
TW2524,V_C001_20260409_070000,P20260409_0026_TW2524
TW2524,V_C001_20260409_070000,P20260409_0033_TW2524
TW2524,V_C001_20260409_070000,P20260409_0017_TW2524
TW2524,V_C001_20260409_070000,P20260409_0014_TW2524
TW2524,V_C001_20260409_070000,P20260409_0048_TW2524
TW2524,V_C001_20260409_070000,P20260409_0001_TW2524
TW2524,V_C001_20260409_070000,P20260409_0003_TW2524
TW2524,V_C001_20260409_070000,P20260409_0009_TW2524
TW2524,V_C001_20260409_070000,P20260409_0039_TW2524
TW2524,V_C001_20260409_070000,P20260409_0016_TW2524
TW2524,V_C001_20260409_070000,P20260409_0030_TW2524
TW2524,V_C001_20260409_070000,P20260409_0007_TW2524
TW2524,V_C001_20260409_070000,P20260409_0002_TW2524
TW2524,V_C001_20260409_070000,P20260409_0004_TW2524
TW2524,V_C001_20260409_070000,P20260409_0034_TW2524
TW2524,V_C001_20260409_070000,P20260409_0011_TW2524
TW2524,V_C001_20260409_070000,P20260409_0046_TW2524
TW2524,V_C001_20260409_070000,T20260409_0016_TW2524
TW2524,V_C001_20260409_070000,T20260409_0005_TW2524
TW2524,V_C001_20260409_070000,T20260409_0017_TW2524
TW2524,V_C001_20260409_070000,T20260409_0014_TW2524
TW2524,V_C001_20260409_070000,T20260409_0001_TW2524
TW2524,V_C001_20260409_070000,T20260409_0003_TW2524
TW2524,V_C001_20260409_070000,T20260409_0004_TW2524
TW2524,V_C001_20260409_070000,T20260409_0011_TW2524
TW2524,V_C001_20260409_070000,T20260409_0009_TW2524
TW2524,V_C001_20260409_070000,T20260409_0015_TW2524
TW2524,V_C001_20260409_070000,T20260409_0012_TW2524
TW2524,V_C001_20260409_070000,VH20260409_0003_TW2524
TW2524,V_C002_20260409_070000,P20260409_0020_TW2524
TW2524,V_C002_20260409_070000,P20260409_0044_TW2524
TW2524,V_C002_20260409_070000,P20260409_0018_TW2524
TW2524,V_C002_20260409_070000,P20260409_0028_TW2524
TW2524,V_C002_20260409_070000,P20260409_0045_TW2524
TW2524,V_C002_20260409_070000,P20260409_0036_TW2524
TW2524,V_C002_20260409_070000,P20260409_0043_TW2524
TW2524,V_C002_20260409_070000,P20260409_0006_TW2524
TW2524,V_C002_20260409_070000,P20260409_0023_TW2524
TW2524,V_C002_20260409_070000,P20260409_0005_TW2524
TW2524,V_C002_20260409_070000,P20260409_0047_TW2524
TW2524,V_C002_20260409_070000,P20260409_0008_TW2524
TW2524,V_C002_20260409_070000,P20260409_0027_TW2524
TW2524,V_C002_20260409_070000,P20260409_0022_TW2524
TW2524,V_C002_20260409_070000,P20260409_0029_TW2524
TW2524,V_C002_20260409_070000,P20260409_0015_TW2524
TW2524,V_C002_20260409_070000,P20260409_0037_TW2524
TW2524,V_C002_20260409_070000,P20260409_0012_TW2524
TW2524,V_C002_20260409_070000,P20260409_0010_TW2524
TW2524,V_C002_20260409_070000,P20260409_0019_TW2524
TW2524,V_C002_20260409_070000,P20260409_0040_TW2524
TW2524,V_C002_20260409_070000,P20260409_0041_TW2524
TW2524,V_C002_20260409_070000,P20260409_0025_TW2524
TW2524,V_C002_20260409_070000,P20260409_0050_TW2524
TW2524,V_C002_20260409_070000,P20260409_0049_TW2524
TW2524,V_C002_20260409_070000,P20260409_0021_TW2524
TW2524,V_C002_20260409_070000,P20260409_0035_TW2524
TW2524,V_C002_20260409_070000,T20260409_0018_TW2524
TW2524,V_C002_20260409_070000,T20260409_0006_TW2524
TW2524,V_C002_20260409_070000,T20260409_0002_TW2524
TW2524,V_C002_20260409_070000,T20260409_0019_TW2524
TW2524,V_C002_20260409_070000,T20260409_0020_TW2524
TW2524,V_C002_20260409_070000,T20260409_0008_TW2524
TW2524,V_C002_20260409_070000,T20260409_0010_TW2524
TW2524,V_C002_20260409_070000,T20260409_0007_TW2524
TW2524,V_C002_20260409_070000,T20260409_0013_TW2524
TW2524,V_C002_20260409_070000,VH20260409_0005_TW2524
TW2524,V_C002_20260409_070000,VH20260409_0012_TW2524
TW2524,V_C002_20260409_070000,VH20260409_0001_TW2524
TW2524,V_C003_20260409_070000,P20260409_0024_TW2524
TW2524,V_C003_20260409_070000,VH20260409_0010_TW2524
TW2524,V_C003_20260409_070000,VH20260409_0002_TW2524
TW2524,V_C003_20260409_070000,VH20260409_0008_TW2524
TW2524,V_C003_20260409_070000,VH20260409_0009_TW2524
TW2524,V_C003_20260409_070000,VH20260409_0006_TW2524
TW2524,V_C004_20260409_070000,VH20260409_0004_TW2524
TW2524,V_C004_20260409_070000,VH20260409_0011_TW2524
TW2524,V_C007_20260409_070000,VH20260409_0007_TW2524
TW2525,V_C001_20260409_070000,P20260409_0030_TW2525
TW2525,V_C001_20260409_070000,P20260409_0014_TW2525
TW2525,V_C001_20260409_070000,P20260409_0001_TW2525
TW2525,V_C001_20260409_070000,P20260409_0026_TW2525
TW2525,V_C001_20260409_070000,P20260409_0016_TW2525
TW2525,V_C001_20260409_070000,P20260409_0032_TW2525
TW2525,V_C001_20260409_070000,P20260409_0047_TW2525
TW2525,V_C001_20260409_070000,P20260409_0010_TW2525
TW2525,V_C001_20260409_070000,P20260409_0020_TW2525
TW2525,V_C001_20260409_070000,P20260409_0004_TW2525
TW2525,V_C001_20260409_070000,P20260409_0043_TW2525
TW2525,V_C001_20260409_070000,P20260409_0045_TW2525
TW2525,V_C001_20260409_070000,P20260409_0025_TW2525
TW2525,V_C001_20260409_070000,P20260409_0029_TW2525
TW2525,V_C001_20260409_070000,P20260409_0031_TW2525
TW2525,V_C001_20260409_070000,P20260409_0022_TW2525
TW2525,V_C001_20260409_070000,P20260409_0021_TW2525
TW2525,V_C001_20260409_070000,P20260409_0006_TW2525
TW2525,V_C001_20260409_070000,P20260409_0008_TW2525
TW2525,V_C001_20260409_070000,P20260409_0033_TW2525
TW2525,V_C001_20260409_070000,P20260409_0046_TW2525
TW2525,V_C001_20260409_070000,P20260409_0028_TW2525
TW2525,V_C001_20260409_070000,T20260409_0006_TW2525
TW2525,V_C001_20260409_070000,T20260409_0004_TW2525
TW2525,V_C001_20260409_070000,T20260409_0013_TW2525
TW2525,V_C001_20260409_070000,T20260409_0018_TW2525
TW2525,V_C001_20260409_070000,T20260409_0011_TW2525
TW2525,V_C001_20260409_070000,T20260409_0007_TW2525
TW2525,V_C001_20260409_070000,T20260409_0015_TW2525
TW2525,V_C001_20260409_070000,T20260409_0008_TW2525
TW2525,V_C001_20260409_070000,T20260409_0020_TW2525
TW2525,V_C001_20260409_070000,T20260409_0012_TW2525
TW2525,V_C001_20260409_070000,T20260409_0003_TW2525
TW2525,V_C001_20260409_070000,T20260409_0010_TW2525
TW2525,V_C001_20260409_070000,VH20260409_0007_TW2525
TW2525,V_C001_20260409_070000,VH20260409_0002_TW2525
TW2525,V_C001_20260409_070000,VH20260409_0005_TW2525
TW2525,V_C002_20260409_070000,P20260409_0015_TW2525
TW2525,V_C002_20260409_070000,P20260409_0005_TW2525
TW2525,V_C002_20260409_070000,P20260409_0018_TW2525
TW2525,V_C002_20260409_070000,P20260409_0050_TW2525
TW2525,V_C002_20260409_070000,P20260409_0013_TW2525
TW2525,V_C002_20260409_070000,P20260409_0038_TW2525
TW2525,V_C002_20260409_070000,P20260409_0034_TW2525
TW2525,V_C002_20260409_070000,P20260409_0036_TW2525
TW2525,V_C002_20260409_070000,P20260409_0035_TW2525
TW2525,V_C002_20260409_070000,P20260409_0040_TW2525
TW2525,V_C002_20260409_070000,P20260409_0049_TW2525
TW2525,V_C002_20260409_070000,P20260409_0007_TW2525
TW2525,V_C002_20260409_070000,P20260409_0002_TW2525
TW2525,V_C002_20260409_070000,P20260409_0041_TW2525
TW2525,V_C002_20260409_070000,T20260409_0005_TW2525
TW2525,V_C002_20260409_070000,T20260409_0014_TW2525
TW2525,V_C002_20260409_070000,T20260409_0019_TW2525
TW2525,V_C002_20260409_070000,T20260409_0009_TW2525
TW2525,V_C002_20260409_070000,T20260409_0016_TW2525
TW2525,V_C002_20260409_070000,T20260409_0017_TW2525
TW2525,V_C002_20260409_070000,VH20260409_0001_TW2525
