vid_tw,id_global,date,tw_id,partition_id,vehicle_type,base_color,speed_kmh,direction
VH20260409_0011_TW2525,VH20260409_0011,2026-04-09,TW2525,4,Truck,Gray,29,NE
VH20260409_0002_TW2526,VH20260409_0002,2026-04-09,TW2526,1,Car,Black,0,NW
VH20260409_0007_TW2526,VH20260409_0007,2026-04-09,TW2526,1,Motorbike,Red,2,N
VH20260409_0006_TW2526,VH20260409_0006,2026-04-09,TW2526,1,Car,Black,53,SW
VH20260409_0010_TW2526,VH20260409_0010,2026-04-09,TW2526,1,Car,White,34,S
VH20260409_0004_TW2526,VH20260409_0004,2026-04-09,TW2526,1,Car,Blue,17,S
VH20260409_0008_TW2526,VH20260409_0008,2026-04-09,TW2526,1,Motorbike,Black,6,SW
VH20260409_0009_TW2526,VH20260409_0009,2026-04-09,TW2526,1,Car,Red,22,S
VH20260409_0012_TW2526,VH20260409_0012,2026-04-09,TW2526,2,Car,Black,44,N
VH20260409_0005_TW2526,VH20260409_0005,2026-04-09,TW2526,2,Car,Black,8,E
VH20260409_0003_TW2526,VH20260409_0003,2026-04-09,TW2526,2,Car,Black,29,SW
VH20260409_0001_TW2526,VH20260409_0001,2026-04-09,TW2526,2,Motorbike,Gray,15,SE
VH20260409_0011_TW2526,VH20260409_0011,2026-04-09,TW2526,2,Truck,Gray,27,E
VH20260409_0006_TW2527,VH20260409_0006,2026-04-09,TW2527,1,Car,Black,48,W
VH20260409_0001_TW2527,VH20260409_0001,2026-04-09,TW2527,1,Motorbike,Gray,43,SE
VH20260409_0002_TW2527,VH20260409_0002,2026-04-09,TW2527,1,Car,Black,4,NW
VH20260409_0008_TW2527,VH20260409_0008,2026-04-09,TW2527,1,Motorbike,Black,4,S
VH20260409_0011_TW2527,VH20260409_0011,2026-04-09,TW2527,1,Truck,Gray,25,SE
VH20260409_0003_TW2527,VH20260409_0003,2026-04-09,TW2527,2,Car,Black,27,W
VH20260409_0001_TW2528,VH20260409_0001,2026-04-09,TW2528,1,Motorbike,Gray,41,S
VH20260409_0008_TW2528,VH20260409_0008,2026-04-09,TW2528,1,Motorbike,Black,8,SE
VH20260409_0011_TW2528,VH20260409_0011,2026-04-09,TW2528,1,Truck,Gray,20,E
VH20260409_0005_TW2528,VH20260409_0005,2026-04-09,TW2528,1,Car,Black,4,NE
VH20260409_0010_TW2528,VH20260409_0010,2026-04-09,TW2528,2,Car,White,38,SW
VH20260409_0012_TW2528,VH20260409_0012,2026-04-09,TW2528,2,Car,Black,45,NW
VH20260409_0004_TW2528,VH20260409_0004,2026-04-09,TW2528,2,Car,Blue,18,SW
VH20260409_0003_TW2528,VH20260409_0003,2026-04-09,TW2528,2,Car,Black,31,SW
VH20260409_0007_TW2528,VH20260409_0007,2026-04-09,TW2528,2,Motorbike,Red,0,NE
VH20260409_0006_TW2528,VH20260409_0006,2026-04-09,TW2528,2,Car,Black,44,W
VH20260409_0009_TW2528,VH20260409_0009,2026-04-09,TW2528,4,Car,Red,25,S
VH20260409_0002_TW2528,VH20260409_0002,2026-04-09,TW2528,4,Car,Black,5,NW
VH20260409_0001_TW2529,VH20260409_0001,2026-04-09,TW2529,1,Motorbike,Gray,46,SE
VH20260409_0006_TW2529,VH20260409_0006,2026-04-09,TW2529,1,Car,Black,42,W
VH20260409_0011_TW2529,VH20260409_0011,2026-04-09,TW2529,1,Truck,Gray,20,SE
VH20260409_0009_TW2529,VH20260409_0009,2026-04-09,TW2529,1,Car,Red,27,SW
VH20260409_0005_TW2529,VH20260409_0005,2026-04-09,TW2529,1,Car,Black,4,E
VH20260409_0012_TW2529,VH20260409_0012,2026-04-09,TW2529,2,Car,Black,50,N
VH20260409_0003_TW2529,VH20260409_0003,2026-04-09,TW2529,2,Car,Black,30,SW
VH20260409_0008_TW2529,VH20260409_0008,2026-04-09,TW2529,4,Motorbike,Black,13,E
VH20260409_0004_TW2529,VH20260409_0004,2026-04-09,TW2529,4,Car,Blue,27,S
VH20260409_0007_TW2529,VH20260409_0007,2026-04-09,TW2529,4,Motorbike,Red,0,N
VH20260409_0002_TW2529,VH20260409_0002,2026-04-09,TW2529,4,Car,Black,7,N
VH20260409_0010_TW2529,VH20260409_0010,2026-04-09,TW2529,4,Car,White,40,S
VH20260409_0011_TW2530,VH20260409_0011,2026-04-09,TW2530,1,Truck,Gray,17,E
VH20260409_0001_TW2530,VH20260409_0001,2026-04-09,TW2530,1,Motorbike,Gray,47,SE
VH20260409_0006_TW2530,VH20260409_0006,2026-04-09,TW2530,1,Car,Black,43,SW
VH20260409_0007_TW2530,VH20260409_0007,2026-04-09,TW2530,2,Motorbike,Red,0,NW
VH20260409_0009_TW2530,VH20260409_0009,2026-04-09,TW2530,2,Car,Red,26,W
VH20260409_0012_TW2530,VH20260409_0012,2026-04-09,TW2530,2,Car,Black,45,NW
VH20260409_0004_TW2530,VH20260409_0004,2026-04-09,TW2530,2,Car,Blue,24,SW
VH20260409_0003_TW2530,VH20260409_0003,2026-04-09,TW2530,2,Car,Black,25,W
VH20260409_0002_TW2530,VH20260409_0002,2026-04-09,TW2530,2,Car,Black,2,N
VH20260409_0005_TW2530,VH20260409_0005,2026-04-09,TW2530,2,Car,Black,4,NE
VH20260409_0010_TW2530,VH20260409_0010,2026-04-09,TW2530,2,Car,White,37,SW
VH20260409_0008_TW2530,VH20260409_0008,2026-04-09,TW2530,4,Motorbike,Black,9,SE
VH20260409_0012_TW2531,VH20260409_0012,2026-04-09,TW2531,1,Car,Black,43,NW
VH20260409_0006_TW2531,VH20260409_0006,2026-04-09,TW2531,1,Car,Black,48,SW
VH20260409_0005_TW2531,VH20260409_0005,2026-04-09,TW2531,1,Car,Black,1,NE
VH20260409_0010_TW2531,VH20260409_0010,2026-04-09,TW2531,1,Car,White,36,W
VH20260409_0003_TW2531,VH20260409_0003,2026-04-09,TW2531,1,Car,Black,21,W
VH20260409_0002_TW2531,VH20260409_0002,2026-04-09,TW2531,1,Car,Black,2,NE
VH20260409_0011_TW2531,VH20260409_0011,2026-04-09,TW2531,1,Truck,Gray,15,E
VH20260409_0007_TW2531,VH20260409_0007,2026-04-09,TW2531,2,Motorbike,Red,4,W
VH20260409_0009_TW2531,VH20260409_0009,2026-04-09,TW2531,2,Car,Red,22,W
VH20260409_0001_TW2531,VH20260409_0001,2026-04-09,TW2531,2,Motorbike,Gray,44,S
VH20260409_0004_TW2531,VH20260409_0004,2026-04-09,TW2531,2,Car,Blue,29,W
VH20260409_0008_TW2531,VH20260409_0008,2026-04-09,TW2531,2,Motorbike,Black,14,S
VH20260409_0012_TW2532,VH20260409_0012,2026-04-09,TW2532,1,Car,Black,39,W
VH20260409_0002_TW2532,VH20260409_0002,2026-04-09,TW2532,1,Car,Black,0,NE
VH20260409_0006_TW2532,VH20260409_0006,2026-04-09,TW2532,1,Car,Black,43,S
VH20260409_0001_TW2532,VH20260409_0001,2026-04-09,TW2532,1,Motorbike,Gray,46,S
VH20260409_0004_TW2532,VH20260409_0004,2026-04-09,TW2532,2,Car,Blue,33,NW
VH20260409_0011_TW2532,VH20260409_0011,2026-04-09,TW2532,2,Truck,Gray,16,SE
VH20260409_0008_TW2532,VH20260409_0008,2026-04-09,TW2532,2,Motorbike,Black,15,S
VH20260409_0010_TW2532,VH20260409_0010,2026-04-09,TW2532,2,Car,White,33,W
VH20260409_0005_TW2532,VH20260409_0005,2026-04-09,TW2532,2,Car,Black,2,NE
VH20260409_0007_TW2532,VH20260409_0007,2026-04-09,TW2532,2,Motorbike,Red,1,SW
VH20260409_0003_TW2532,VH20260409_0003,2026-04-09,TW2532,4,Car,Black,22,NW
VH20260409_0009_TW2532,VH20260409_0009,2026-04-09,TW2532,4,Car,Red,20,W
VH20260409_0007_TW2533,VH20260409_0007,2026-04-09,TW2533,1,Motorbike,Red,6,W
VH20260409_0010_TW2533,VH20260409_0010,2026-04-09,TW2533,1,Car,White,34,NW
VH20260409_0001_TW2533,VH20260409_0001,2026-04-09,TW2533,1,Motorbike,Gray,7,E
VH20260409_0011_TW2533,VH20260409_0011,2026-04-09,TW2533,1,Truck,Gray,14,SE
VH20260409_0009_TW2533,VH20260409_0009,2026-04-09,TW2533,1,Car,Red,24,NW
VH20260409_0012_TW2533,VH20260409_0012,2026-04-09,TW2533,1,Car,Black,39,NW
VH20260409_0008_TW2533,VH20260409_0008,2026-04-09,TW2533,2,Motorbike,Black,20,SE
VH20260409_0005_TW2533,VH20260409_0005,2026-04-09,TW2533,2,Car,Black,1,N
VH20260409_0006_TW2533,VH20260409_0006,2026-04-09,TW2533,2,Car,Black,25,S
VH20260409_0002_TW2533,VH20260409_0002,2026-04-09,TW2533,2,Car,Black,4,N
VH20260409_0004_TW2533,VH20260409_0004,2026-04-09,TW2533,2,Car,Blue,35,W
VH20260409_0003_TW2533,VH20260409_0003,2026-04-09,TW2533,2,Car,Black,19,W
VH20260409_0004_TW2534,VH20260409_0004,2026-04-09,TW2534,1,Car,Blue,44,N
VH20260409_0012_TW2534,VH20260409_0012,2026-04-09,TW2534,1,Car,Black,43,NW
VH20260409_0005_TW2534,VH20260409_0005,2026-04-09,TW2534,1,Car,Black,6,N
VH20260409_0011_TW2534,VH20260409_0011,2026-04-09,TW2534,1,Truck,Gray,18,SE
VH20260409_0003_TW2534,VH20260409_0003,2026-04-09,TW2534,2,Car,Black,18,W
VH20260409_0009_TW2534,VH20260409_0009,2026-04-09,TW2534,2,Car,Red,22,N
VH20260409_0001_TW2534,VH20260409_0001,2026-04-09,TW2534,2,Motorbike,Gray,8,SE
VH20260409_0006_TW2534,VH20260409_0006,2026-04-09,TW2534,2,Car,Black,27,SW
VH20260409_0010_TW2534,VH20260409_0010,2026-04-09,TW2534,2,Car,White,39,N
VH20260409_0008_TW2534,VH20260409_0008,2026-04-09,TW2534,2,Motorbike,Black,21,E
VH20260409_0002_TW2534,VH20260409_0002,2026-04-09,TW2534,2,Car,Black,0,NW
VH20260409_0007_TW2534,VH20260409_0007,2026-04-09,TW2534,4,Motorbike,Red,10,SW
VH20260409_0012_TW2535,VH20260409_0012,2026-04-09,TW2535,1,Car,Black,40,NW
VH20260409_0006_TW2535,VH20260409_0006,2026-04-09,TW2535,1,Car,Black,27,S
VH20260409_0004_TW2535,VH20260409_0004,2026-04-09,TW2535,1,Car,Blue,48,NW
VH20260409_0001_TW2535,VH20260409_0001,2026-04-09,TW2535,1,Motorbike,Gray,13,SE
VH20260409_0010_TW2535,VH20260409_0010,2026-04-09,TW2535,1,Car,White,36,NE
VH20260409_0005_TW2535,VH20260409_0005,2026-04-09,TW2535,1,Car,Black,4,NE
VH20260409_0009_TW2535,VH20260409_0009,2026-04-09,TW2535,1,Car,Red,26,NW
VH20260409_0007_TW2535,VH20260409_0007,2026-04-09,TW2535,2,Motorbike,Red,8,SW
VH20260409_0011_TW2535,VH20260409_0011,2026-04-09,TW2535,2,Truck,Gray,15,SE
VH20260409_0003_TW2535,VH20260409_0003,2026-04-09,TW2535,2,Car,Black,17,NW
VH20260409_0002_TW2535,VH20260409_0002,2026-04-09,TW2535,2,Car,Black,4,NW
VH20260409_0008_TW2535,VH20260409_0008,2026-04-09,TW2535,4,Motorbike,Black,22,E
VH20260409_0012_TW2536,VH20260409_0012,2026-04-09,TW2536,1,Car,Black,37,W
VH20260409_0006_TW2536,VH20260409_0006,2026-04-09,TW2536,1,Car,Black,25,SW
VH20260409_0009_TW2536,VH20260409_0009,2026-04-09,TW2536,1,Car,Red,23,N
VH20260409_0011_TW2536,VH20260409_0011,2026-04-09,TW2536,1,Truck,Gray,11,S
VH20260409_0001_TW2536,VH20260409_0001,2026-04-09,TW2536,1,Motorbike,Gray,11,E
VH20260409_0007_TW2536,VH20260409_0007,2026-04-09,TW2536,2,Motorbike,Red,12,S
VH20260409_0010_TW2536,VH20260409_0010,2026-04-09,TW2536,2,Car,White,40,E
VH20260409_0003_TW2536,VH20260409_0003,2026-04-09,TW2536,2,Car,Black,22,NW
VH20260409_0002_TW2536,VH20260409_0002,2026-04-09,TW2536,2,Car,Black,4,N
VH20260409_0005_TW2536,VH20260409_0005,2026-04-09,TW2536,2,Car,Black,1,E
VH20260409_0004_TW2536,VH20260409_0004,2026-04-09,TW2536,2,Car,Blue,47,W
VH20260409_0008_TW2536,VH20260409_0008,2026-04-09,TW2536,2,Motorbike,Black,26,E
VH20260409_0006_TW2537,VH20260409_0006,2026-04-09,TW2537,1,Car,Black,25,W
VH20260409_0009_TW2537,VH20260409_0009,2026-04-09,TW2537,1,Car,Red,20,NW
VH20260409_0004_TW2537,VH20260409_0004,2026-04-09,TW2537,1,Car,Blue,42,W
VH20260409_0010_TW2537,VH20260409_0010,2026-04-09,TW2537,1,Car,White,42,E
VH20260409_0003_TW2537,VH20260409_0003,2026-04-09,TW2537,1,Car,Black,25,NW
VH20260409_0005_TW2537,VH20260409_0005,2026-04-09,TW2537,2,Car,Black,2,NE
VH20260409_0011_TW2537,VH20260409_0011,2026-04-09,TW2537,2,Truck,Gray,16,S
VH20260409_0001_TW2537,VH20260409_0001,2026-04-09,TW2537,2,Motorbike,Gray,6,NE
VH20260409_0008_TW2537,VH20260409_0008,2026-04-09,TW2537,2,Motorbike,Black,31,NE
VH20260409_0012_TW2537,VH20260409_0012,2026-04-09,TW2537,2,Car,Black,32,NW
VH20260409_0007_TW2537,VH20260409_0007,2026-04-09,TW2537,2,Motorbike,Red,7,SE
VH20260409_0002_TW2537,VH20260409_0002,2026-04-09,TW2537,2,Car,Black,4,NE
VH20260409_0004_TW2538,VH20260409_0004,2026-04-09,TW2538,1,Car,Blue,43,W
VH20260409_0010_TW2538,VH20260409_0010,2026-04-09,TW2538,1,Car,White,42,E
VH20260409_0012_TW2538,VH20260409_0012,2026-04-09,TW2538,2,Car,Black,32,N
VH20260409_0005_TW2538,VH20260409_0005,2026-04-09,TW2538,2,Car,Black,0,N
VH20260409_0001_TW2538,VH20260409_0001,2026-04-09,TW2538,2,Motorbike,Gray,8,E
VH20260409_0007_TW2538,VH20260409_0007,2026-04-09,TW2538,2,Motorbike,Red,10,E
VH20260409_0008_TW2538,VH20260409_0008,2026-04-09,TW2538,4,Motorbike,Black,36,N
VH20260409_0011_TW2538,VH20260409_0011,2026-04-09,TW2538,4,Truck,Gray,11,SW
VH20260409_0006_TW2538,VH20260409_0006,2026-04-09,TW2538,4,Car,Black,20,SW
VH20260409_0003_TW2538,VH20260409_0003,2026-04-09,TW2538,4,Car,Black,25,W
VH20260409_0002_TW2538,VH20260409_0002,2026-04-09,TW2538,4,Car,Black,9,NE
VH20260409_0009_TW2538,VH20260409_0009,2026-04-09,TW2538,4,Car,Red,20,N
VH20260409_0006_TW2539,VH20260409_0006,2026-04-09,TW2539,1,Car,Black,20,W
VH20260409_0012_TW2539,VH20260409_0012,2026-04-09,TW2539,1,Car,Black,28,NW
VH20260409_0002_TW2539,VH20260409_0002,2026-04-09,TW2539,1,Car,Black,8,N
VH20260409_0001_TW2539,VH20260409_0001,2026-04-09,TW2539,1,Motorbike,Gray,5,NE
VH20260409_0009_TW2539,VH20260409_0009,2026-04-09,TW2539,1,Car,Red,18,NW
VH20260409_0007_TW2539,VH20260409_0007,2026-04-09,TW2539,1,Motorbike,Red,44,W
VH20260409_0003_TW2539,VH20260409_0003,2026-04-09,TW2539,2,Car,Black,24,NW
VH20260409_0005_TW2539,VH20260409_0005,2026-04-09,TW2539,2,Car,Black,5,NE
VH20260409_0011_TW2539,VH20260409_0011,2026-04-09,TW2539,2,Truck,Gray,11,W
VH20260409_0010_TW2539,VH20260409_0010,2026-04-09,TW2539,4,Car,White,37,SE
VH20260409_0008_TW2539,VH20260409_0008,2026-04-09,TW2539,4,Motorbike,Black,33,N
VH20260409_0004_TW2539,VH20260409_0004,2026-04-09,TW2539,4,Car,Blue,43,NW
VH20260409_0012_TW2540,VH20260409_0012,2026-04-09,TW2540,1,Car,Black,28,N
VH20260409_0004_TW2540,VH20260409_0004,2026-04-09,TW2540,1,Car,Blue,39,NW
VH20260409_0011_TW2540,VH20260409_0011,2026-04-09,TW2540,1,Truck,Gray,6,NW
VH20260409_0003_TW2540,VH20260409_0003,2026-04-09,TW2540,2,Car,Black,32,W
VH20260409_0009_TW2540,VH20260409_0009,2026-04-09,TW2540,2,Car,Red,21,N
VH20260409_0002_TW2540,VH20260409_0002,2026-04-09,TW2540,2,Car,Black,5,NE
VH20260409_0008_TW2540,VH20260409_0008,2026-04-09,TW2540,4,Motorbike,Black,30,N
VH20260409_0005_TW2540,VH20260409_0005,2026-04-09,TW2540,4,Car,Black,5,E
VH20260409_0010_TW2540,VH20260409_0010,2026-04-09,TW2540,4,Car,White,42,S
VH20260409_0006_TW2540,VH20260409_0006,2026-04-09,TW2540,4,Car,Black,20,SW
VH20260409_0012_TW2541,VH20260409_0012,2026-04-09,TW2541,1,Car,Black,24,NE
VH20260409_0002_TW2541,VH20260409_0002,2026-04-09,TW2541,1,Car,Black,21,W
VH20260409_0003_TW2541,VH20260409_0003,2026-04-09,TW2541,1,Car,Black,28,SW
VH20260409_0009_TW2541,VH20260409_0009,2026-04-09,TW2541,2,Car,Red,21,NW
VH20260409_0004_TW2541,VH20260409_0004,2026-04-09,TW2541,2,Car,Blue,42,N
VH20260409_0006_TW2541,VH20260409_0006,2026-04-09,TW2541,2,Car,Black,24,W
VH20260409_0010_TW2541,VH20260409_0010,2026-04-09,TW2541,2,Car,White,37,SW
VH20260409_0005_TW2541,VH20260409_0005,2026-04-09,TW2541,2,Car,Black,2,NE
VH20260409_0008_TW2541,VH20260409_0008,2026-04-09,TW2541,2,Motorbike,Black,29,NE
VH20260409_0011_TW2541,VH20260409_0011,2026-04-09,TW2541,2,Truck,Gray,8,N
VH20260409_0007_TW2541,VH20260409_0007,2026-04-09,TW2541,2,Motorbike,Red,39,NW
VH20260409_0001_TW2541,VH20260409_0001,2026-04-09,TW2541,2,Motorbike,Gray,8,NE
VH20260409_0002_TW2542,VH20260409_0002,2026-04-09,TW2542,1,Car,Black,19,W
VH20260409_0004_TW2542,VH20260409_0004,2026-04-09,TW2542,1,Car,Blue,45,NW
VH20260409_0006_TW2542,VH20260409_0006,2026-04-09,TW2542,1,Car,Black,24,W
VH20260409_0008_TW2542,VH20260409_0008,2026-04-09,TW2542,1,Motorbike,Black,29,NE
VH20260409_0007_TW2542,VH20260409_0007,2026-04-09,TW2542,1,Motorbike,Red,44,N
VH20260409_0010_TW2542,VH20260409_0010,2026-04-09,TW2542,1,Car,White,40,W
VH20260409_0003_TW2542,VH20260409_0003,2026-04-09,TW2542,1,Car,Black,32,SW
VH20260409_0009_TW2542,VH20260409_0009,2026-04-09,TW2542,2,Car,Red,24,W
VH20260409_0001_TW2542,VH20260409_0001,2026-04-09,TW2542,2,Motorbike,Gray,12,E
VH20260409_0005_TW2542,VH20260409_0005,2026-04-09,TW2542,2,Car,Black,0,E
VH20260409_0011_TW2542,VH20260409_0011,2026-04-09,TW2542,2,Truck,Gray,8,NE
VH20260409_0012_TW2542,VH20260409_0012,2026-04-09,TW2542,4,Car,Black,27,N
VH20260409_0006_TW2543,VH20260409_0006,2026-04-09,TW2543,1,Car,Black,23,NW
VH20260409_0002_TW2543,VH20260409_0002,2026-04-09,TW2543,1,Car,Black,23,W
VH20260409_0005_TW2543,VH20260409_0005,2026-04-09,TW2543,1,Car,Black,0,SE
VH20260409_0003_TW2543,VH20260409_0003,2026-04-09,TW2543,1,Car,Black,33,W
VH20260409_0011_TW2543,VH20260409_0011,2026-04-09,TW2543,1,Truck,Gray,3,N
VH20260409_0012_TW2543,VH20260409_0012,2026-04-09,TW2543,1,Car,Black,29,N
VH20260409_0001_TW2543,VH20260409_0001,2026-04-09,TW2543,1,Motorbike,Gray,15,E
VH20260409_0010_TW2543,VH20260409_0010,2026-04-09,TW2543,2,Car,White,42,NW
VH20260409_0009_TW2543,VH20260409_0009,2026-04-09,TW2543,2,Car,Red,24,W
VH20260409_0008_TW2543,VH20260409_0008,2026-04-09,TW2543,2,Motorbike,Black,30,E
VH20260409_0007_TW2543,VH20260409_0007,2026-04-09,TW2543,2,Motorbike,Red,49,NW
VH20260409_0004_TW2543,VH20260409_0004,2026-04-09,TW2543,2,Car,Blue,41,N
VH20260409_0005_TW2544,VH20260409_0005,2026-04-09,TW2544,1,Car,Black,0,SE
VH20260409_0003_TW2544,VH20260409_0003,2026-04-09,TW2544,1,Car,Black,56,NW
VH20260409_0008_TW2544,VH20260409_0008,2026-04-09,TW2544,2,Motorbike,Black,32,E
VH20260409_0006_TW2544,VH20260409_0006,2026-04-09,TW2544,2,Car,Black,24,W
VH20260409_0012_TW2544,VH20260409_0012,2026-04-09,TW2544,2,Car,Black,29,NE
VH20260409_0007_TW2544,VH20260409_0007,2026-04-09,TW2544,2,Motorbike,Red,46,N
VH20260409_0009_TW2544,VH20260409_0009,2026-04-09,TW2544,2,Car,Red,26,NW
VH20260409_0011_TW2544,VH20260409_0011,2026-04-09,TW2544,4,Truck,Gray,8,NW
VH20260409_0010_TW2544,VH20260409_0010,2026-04-09,TW2544,4,Car,White,47,N
VH20260409_0010_TW2545,VH20260409_0010,2026-04-09,TW2545,1,Car,White,47,NE
VH20260409_0011_TW2545,VH20260409_0011,2026-04-09,TW2545,1,Truck,Gray,8,W
VH20260409_0005_TW2545,VH20260409_0005,2026-04-09,TW2545,1,Car,Black,5,S
