vid_tw,id_global,date,tw_id,partition_id,vehicle_type,base_color,speed_kmh,direction
VH20260409_0006_TW2532,VH20260409_0006,2026-04-09,TW2532,1,Car,Black,43,S
VH20260409_0001_TW2532,VH20260409_0001,2026-04-09,TW2532,1,Motorbike,Gray,46,S
VH20260409_0007_TW2533,VH20260409_0007,2026-04-09,TW2533,1,Motorbike,Red,6,W
VH20260409_0010_TW2533,VH20260409_0010,2026-04-09,TW2533,1,Car,White,34,NW
VH20260409_0001_TW2533,VH20260409_0001,2026-04-09,TW2533,1,Motorbike,Gray,7,E
VH20260409_0011_TW2533,VH20260409_0011,2026-04-09,TW2533,1,Truck,Gray,14,SE
VH20260409_0009_TW2533,VH20260409_0009,2026-04-09,TW2533,1,Car,Red,24,NW
VH20260409_0012_TW2533,VH20260409_0012,2026-04-09,TW2533,1,Car,Black,39,NW
VH20260409_0004_TW2534,VH20260409_0004,2026-04-09,TW2534,1,Car,Blue,44,N
VH20260409_0012_TW2534,VH20260409_0012,2026-04-09,TW2534,1,Car,Black,43,NW
VH20260409_0005_TW2534,VH20260409_0005,2026-04-09,TW2534,1,Car,Black,6,N
VH20260409_0011_TW2534,VH20260409_0011,2026-04-09,TW2534,1,Truck,Gray,18,SE
VH20260409_0012_TW2535,VH20260409_0012,2026-04-09,TW2535,1,Car,Black,40,NW
VH20260409_0006_TW2535,VH20260409_0006,2026-04-09,TW2535,1,Car,Black,27,S
VH20260409_0004_TW2535,VH20260409_0004,2026-04-09,TW2535,1,Car,Blue,48,NW
VH20260409_0001_TW2535,VH20260409_0001,2026-04-09,TW2535,1,Motorbike,Gray,13,SE
VH20260409_0010_TW2535,VH20260409_0010,2026-04-09,TW2535,1,Car,White,36,NE
VH20260409_0005_TW2535,VH20260409_0005,2026-04-09,TW2535,1,Car,Black,4,NE
VH20260409_0009_TW2535,VH20260409_0009,2026-04-09,TW2535,1,Car,Red,26,NW
VH20260409_0012_TW2536,VH20260409_0012,2026-04-09,TW2536,1,Car,Black,37,W
VH20260409_0006_TW2536,VH20260409_0006,2026-04-09,TW2536,1,Car,Black,25,SW
VH20260409_0009_TW2536,VH20260409_0009,2026-04-09,TW2536,1,Car,Red,23,N
VH20260409_0011_TW2536,VH20260409_0011,2026-04-09,TW2536,1,Truck,Gray,11,S
VH20260409_0001_TW2536,VH20260409_0001,2026-04-09,TW2536,1,Motorbike,Gray,11,E
VH20260409_0006_TW2537,VH20260409_0006,2026-04-09,TW2537,1,Car,Black,25,W
VH20260409_0009_TW2537,VH20260409_0009,2026-04-09,TW2537,1,Car,Red,20,NW
VH20260409_0004_TW2537,VH20260409_0004,2026-04-09,TW2537,1,Car,Blue,42,W
VH20260409_0010_TW2537,VH20260409_0010,2026-04-09,TW2537,1,Car,White,42,E
VH20260409_0003_TW2537,VH20260409_0003,2026-04-09,TW2537,1,Car,Black,25,NW
VH20260409_0004_TW2538,VH20260409_0004,2026-04-09,TW2538,1,Car,Blue,43,W
VH20260409_0010_TW2538,VH20260409_0010,2026-04-09,TW2538,1,Car,White,42,E
VH20260409_0006_TW2539,VH20260409_0006,2026-04-09,TW2539,1,Car,Black,20,W
VH20260409_0012_TW2539,VH20260409_0012,2026-04-09,TW2539,1,Car,Black,28,NW
VH20260409_0002_TW2539,VH20260409_0002,2026-04-09,TW2539,1,Car,Black,8,N
VH20260409_0001_TW2539,VH20260409_0001,2026-04-09,TW2539,1,Motorbike,Gray,5,NE
VH20260409_0009_TW2539,VH20260409_0009,2026-04-09,TW2539,1,Car,Red,18,NW
VH20260409_0007_TW2539,VH20260409_0007,2026-04-09,TW2539,1,Motorbike,Red,44,W
VH20260409_0012_TW2540,VH20260409_0012,2026-04-09,TW2540,1,Car,Black,28,N
VH20260409_0004_TW2540,VH20260409_0004,2026-04-09,TW2540,1,Car,Blue,39,NW
VH20260409_0011_TW2540,VH20260409_0011,2026-04-09,TW2540,1,Truck,Gray,6,NW
VH20260409_0012_TW2541,VH20260409_0012,2026-04-09,TW2541,1,Car,Black,24,NE
VH20260409_0002_TW2541,VH20260409_0002,2026-04-09,TW2541,1,Car,Black,21,W
VH20260409_0003_TW2541,VH20260409_0003,2026-04-09,TW2541,1,Car,Black,28,SW
VH20260409_0002_TW2542,VH20260409_0002,2026-04-09,TW2542,1,Car,Black,19,W
VH20260409_0004_TW2542,VH20260409_0004,2026-04-09,TW2542,1,Car,Blue,45,NW
VH20260409_0006_TW2542,VH20260409_0006,2026-04-09,TW2542,1,Car,Black,24,W
VH20260409_0008_TW2542,VH20260409_0008,2026-04-09,TW2542,1,Motorbike,Black,29,NE
VH20260409_0007_TW2542,VH20260409_0007,2026-04-09,TW2542,1,Motorbike,Red,44,N
VH20260409_0010_TW2542,VH20260409_0010,2026-04-09,TW2542,1,Car,White,40,W
VH20260409_0003_TW2542,VH20260409_0003,2026-04-09,TW2542,1,Car,Black,32,SW
VH20260409_0006_TW2543,VH20260409_0006,2026-04-09,TW2543,1,Car,Black,23,NW
VH20260409_0002_TW2543,VH20260409_0002,2026-04-09,TW2543,1,Car,Black,23,W
VH20260409_0005_TW2543,VH20260409_0005,2026-04-09,TW2543,1,Car,Black,0,SE
VH20260409_0003_TW2543,VH20260409_0003,2026-04-09,TW2543,1,Car,Black,33,W
VH20260409_0011_TW2543,VH20260409_0011,2026-04-09,TW2543,1,Truck,Gray,3,N
VH20260409_0012_TW2543,VH20260409_0012,2026-04-09,TW2543,1,Car,Black,29,N
VH20260409_0001_TW2543,VH20260409_0001,2026-04-09,TW2543,1,Motorbike,Gray,15,E
VH20260409_0005_TW2544,VH20260409_0005,2026-04-09,TW2544,1,Car,Black,0,SE
VH20260409_0003_TW2544,VH20260409_0003,2026-04-09,TW2544,1,Car,Black,56,NW
VH20260409_0010_TW2545,VH20260409_0010,2026-04-09,TW2545,1,Car,White,47,NE
VH20260409_0011_TW2545,VH20260409_0011,2026-04-09,TW2545,1,Truck,Gray,8,W
VH20260409_0005_TW2545,VH20260409_0005,2026-04-09,TW2545,1,Car,Black,5,S
VH20260409_0007_TW2545,VH20260409_0007,2026-04-09,TW2545,1,Motorbike,Red,49,NW
VH20260409_0012_TW2545,VH20260409_0012,2026-04-09,TW2545,1,Car,Black,33,N
VH20260409_0004_TW2546,VH20260409_0004,2026-04-09,TW2546,1,Car,Blue,40,NW
VH20260409_0003_TW2546,VH20260409_0003,2026-04-09,TW2546,1,Car,Black,55,NW
VH20260409_0005_TW2546,VH20260409_0005,2026-04-09,TW2546,1,Car,Black,9,SW
VH20260409_0002_TW2546,VH20260409_0002,2026-04-09,TW2546,1,Car,Black,19,SW
VH20260409_0009_TW2546,VH20260409_0009,2026-04-09,TW2546,1,Car,Red,26,NW
VH20260409_0008_TW2546,VH20260409_0008,2026-04-09,TW2546,1,Motorbike,Black,31,E
VH20260409_0007_TW2547,VH20260409_0007,2026-04-09,TW2547,1,Motorbike,Red,32,N
VH20260409_0006_TW2547,VH20260409_0006,2026-04-09,TW2547,1,Car,Black,29,SW
VH20260409_0008_TW2547,VH20260409_0008,2026-04-09,TW2547,1,Motorbike,Black,36,NE
VH20260409_0005_TW2547,VH20260409_0005,2026-04-09,TW2547,1,Car,Black,7,SW
VH20260409_0012_TW2547,VH20260409_0012,2026-04-09,TW2547,1,Car,Black,33,NW
VH20260409_0010_TW2547,VH20260409_0010,2026-04-09,TW2547,1,Car,White,52,SE
VH20260409_0001_TW2547,VH20260409_0001,2026-04-09,TW2547,1,Motorbike,Gray,23,E
VH20260409_0009_TW2547,VH20260409_0009,2026-04-09,TW2547,1,Car,Red,24,NW
VH20260409_0004_TW2549,VH20260409_0004,2026-04-09,TW2549,1,Car,Blue,44,SW
VH20260409_0007_TW2549,VH20260409_0007,2026-04-09,TW2549,1,Motorbike,Red,32,NE
VH20260409_0002_TW2549,VH20260409_0002,2026-04-09,TW2549,1,Car,Black,13,W
VH20260409_0012_TW2550,VH20260409_0012,2026-04-09,TW2550,1,Car,Black,33,NE
VH20260409_0010_TW2550,VH20260409_0010,2026-04-09,TW2550,1,Car,White,58,S
VH20260409_0005_TW2550,VH20260409_0005,2026-04-09,TW2550,1,Car,Black,50,W
VH20260409_0004_TW2550,VH20260409_0004,2026-04-09,TW2550,1,Car,Blue,43,W
VH20260409_0006_TW2550,VH20260409_0006,2026-04-09,TW2550,1,Car,Black,12,SE
VH20260409_0012_TW2551,VH20260409_0012,2026-04-09,TW2551,1,Car,Black,34,E
VH20260409_0008_TW2551,VH20260409_0008,2026-04-09,TW2551,1,Motorbike,Black,26,NE
VH20260409_0007_TW2551,VH20260409_0007,2026-04-09,TW2551,1,Motorbike,Red,24,NE
VH20260409_0005_TW2551,VH20260409_0005,2026-04-09,TW2551,1,Car,Black,45,NW
VH20260409_0010_TW2551,VH20260409_0010,2026-04-09,TW2551,1,Car,White,54,SE
VH20260409_0009_TW2551,VH20260409_0009,2026-04-09,TW2551,1,Car,Red,24,S
VH20260409_0008_TW2552,VH20260409_0008,2026-04-09,TW2552,1,Motorbike,Black,27,NE
VH20260409_0004_TW2552,VH20260409_0004,2026-04-09,TW2552,1,Car,Blue,38,S
VH20260409_0011_TW2552,VH20260409_0011,2026-04-09,TW2552,1,Truck,Gray,2,NE
VH20260409_0001_TW2552,VH20260409_0001,2026-04-09,TW2552,1,Motorbike,Gray,24,S
VH20260409_0003_TW2552,VH20260409_0003,2026-04-09,TW2552,1,Car,Black,60,NE
VH20260409_0007_TW2552,VH20260409_0007,2026-04-09,TW2552,1,Motorbike,Red,25,NE
VH20260409_0003_TW2553,VH20260409_0003,2026-04-09,TW2553,1,Car,Black,55,E
VH20260409_0007_TW2553,VH20260409_0007,2026-04-09,TW2553,1,Motorbike,Red,22,E
VH20260409_0011_TW2553,VH20260409_0011,2026-04-09,TW2553,1,Truck,Gray,0,E
VH20260409_0004_TW2553,VH20260409_0004,2026-04-09,TW2553,1,Car,Blue,43,SE
VH20260409_0008_TW2553,VH20260409_0008,2026-04-09,TW2553,1,Motorbike,Black,32,E
VH20260409_0012_TW2553,VH20260409_0012,2026-04-09,TW2553,1,Car,Black,27,N
VH20260409_0006_TW2554,VH20260409_0006,2026-04-09,TW2554,1,Car,Black,20,S
VH20260409_0011_TW2554,VH20260409_0011,2026-04-09,TW2554,1,Truck,Gray,0,NE
VH20260409_0009_TW2554,VH20260409_0009,2026-04-09,TW2554,1,Car,Red,28,E
VH20260409_0004_TW2554,VH20260409_0004,2026-04-09,TW2554,1,Car,Blue,48,E
VH20260409_0008_TW2554,VH20260409_0008,2026-04-09,TW2554,1,Motorbike,Black,36,NE
VH20260409_0006_TW2555,VH20260409_0006,2026-04-09,TW2555,1,Car,Black,19,SW
VH20260409_0005_TW2555,VH20260409_0005,2026-04-09,TW2555,1,Car,Black,36,NW
VH20260409_0001_TW2555,VH20260409_0001,2026-04-09,TW2555,1,Motorbike,Gray,14,E
VH20260409_0009_TW2556,VH20260409_0009,2026-04-09,TW2556,1,Car,Red,31,S
VH20260409_0001_TW2556,VH20260409_0001,2026-04-09,TW2556,1,Motorbike,Gray,16,NE
VH20260409_0002_TW2556,VH20260409_0002,2026-04-09,TW2556,1,Car,Black,12,NE
VH20260409_0001_TW2557,VH20260409_0001,2026-04-09,TW2557,1,Motorbike,Gray,19,NE
VH20260409_0006_TW2557,VH20260409_0006,2026-04-09,TW2557,1,Car,Black,23,S
VH20260409_0011_TW2557,VH20260409_0011,2026-04-09,TW2557,1,Truck,Gray,0,NE
VH20260409_0004_TW2557,VH20260409_0004,2026-04-09,TW2557,1,Car,Blue,50,N
VH20260409_0001_TW2558,VH20260409_0001,2026-04-09,TW2558,1,Motorbike,Gray,24,NE
VH20260409_0004_TW2558,VH20260409_0004,2026-04-09,TW2558,1,Car,Blue,51,NW
VH20260409_0001_TW2559,VH20260409_0001,2026-04-09,TW2559,1,Motorbike,Gray,20,E
VH20260409_0009_TW2559,VH20260409_0009,2026-04-09,TW2559,1,Car,Red,26,W
VH20260409_0006_TW2559,VH20260409_0006,2026-04-09,TW2559,1,Car,Black,28,W
VH20260409_0011_TW2559,VH20260409_0011,2026-04-09,TW2559,1,Truck,Gray,6,NW
VH20260409_0012_TW2559,VH20260409_0012,2026-04-09,TW2559,1,Car,Black,24,N
VH20260409_0001_TW2560,VH20260409_0001,2026-04-09,TW2560,1,Motorbike,Gray,23,SE
VH20260409_0002_TW2560,VH20260409_0002,2026-04-09,TW2560,1,Car,Black,9,NE
VH20260409_0010_TW2560,VH20260409_0010,2026-04-09,TW2560,1,Car,White,12,SE
VH20260409_0012_TW2560,VH20260409_0012,2026-04-09,TW2560,1,Car,Black,19,NW
VH20260409_0003_TW2560,VH20260409_0003,2026-04-09,TW2560,1,Car,Black,60,SE
VH20260409_0004_TW2560,VH20260409_0004,2026-04-09,TW2560,1,Car,Blue,55,NE
VH20260409_0007_TW2560,VH20260409_0007,2026-04-09,TW2560,1,Motorbike,Red,38,E
VH20260409_0002_TW2561,VH20260409_0002,2026-04-09,TW2561,1,Car,Black,5,N
VH20260409_0006_TW2561,VH20260409_0006,2026-04-09,TW2561,1,Car,Black,35,W
VH20260409_0004_TW2561,VH20260409_0004,2026-04-09,TW2561,1,Car,Blue,54,E
VH20260409_0009_TW2561,VH20260409_0009,2026-04-09,TW2561,1,Car,Red,31,NW
VH20260409_0012_TW2561,VH20260409_0012,2026-04-09,TW2561,1,Car,Black,19,W
VH20260409_0007_TW2561,VH20260409_0007,2026-04-09,TW2561,1,Motorbike,Red,40,SE
VH20260409_0011_TW2561,VH20260409_0011,2026-04-09,TW2561,1,Truck,Gray,5,W
VH20260409_0004_TW2562,VH20260409_0004,2026-04-09,TW2562,1,Car,Blue,50,SE
VH20260409_0003_TW2562,VH20260409_0003,2026-04-09,TW2562,1,Car,Black,55,SE
VH20260409_0005_TW2562,VH20260409_0005,2026-04-09,TW2562,1,Car,Black,38,SW
VH20260409_0005_TW2563,VH20260409_0005,2026-04-09,TW2563,1,Car,Black,43,S
VH20260409_0008_TW2563,VH20260409_0008,2026-04-09,TW2563,1,Motorbike,Black,28,N
VH20260409_0011_TW2563,VH20260409_0011,2026-04-09,TW2563,1,Truck,Gray,0,SE
VH20260409_0012_TW2563,VH20260409_0012,2026-04-09,TW2563,1,Car,Black,14,NW
VH20260409_0002_TW2563,VH20260409_0002,2026-04-09,TW2563,1,Car,Black,7,NW
VH20260409_0001_TW2563,VH20260409_0001,2026-04-09,TW2563,1,Motorbike,Gray,32,SW
VH20260409_0009_TW2563,VH20260409_0009,2026-04-09,TW2563,1,Car,Red,26,N
VH20260409_0009_TW2564,VH20260409_0009,2026-04-09,TW2564,1,Car,Red,28,N
VH20260409_0002_TW2564,VH20260409_0002,2026-04-09,TW2564,1,Car,Black,9,N
VH20260409_0012_TW2564,VH20260409_0012,2026-04-09,TW2564,1,Car,Black,18,NW
VH20260409_0011_TW2564,VH20260409_0011,2026-04-09,TW2564,1,Truck,Gray,0,S
VH20260409_0005_TW2564,VH20260409_0005,2026-04-09,TW2564,1,Car,Black,59,N
VH20260409_0009_TW2565,VH20260409_0009,2026-04-09,TW2565,1,Car,Red,26,NE
VH20260409_0003_TW2565,VH20260409_0003,2026-04-09,TW2565,1,Car,Black,53,SW
VH20260409_0004_TW2565,VH20260409_0004,2026-04-09,TW2565,1,Car,Blue,46,E
VH20260409_0001_TW2565,VH20260409_0001,2026-04-09,TW2565,1,Motorbike,Gray,36,S
VH20260409_0002_TW2565,VH20260409_0002,2026-04-09,TW2565,1,Car,Black,4,NW
VH20260409_0008_TW2565,VH20260409_0008,2026-04-09,TW2565,1,Motorbike,Black,27,E
VH20260409_0004_TW2566,VH20260409_0004,2026-04-09,TW2566,1,Car,Blue,47,E
VH20260409_0009_TW2566,VH20260409_0009,2026-04-09,TW2566,1,Car,Red,24,NE
VH20260409_0001_TW2566,VH20260409_0001,2026-04-09,TW2566,1,Motorbike,Gray,33,SE
VH20260409_0002_TW2566,VH20260409_0002,2026-04-09,TW2566,1,Car,Black,9,W
VH20260409_0012_TW2567,VH20260409_0012,2026-04-09,TW2567,1,Car,Black,17,E
VH20260409_0003_TW2567,VH20260409_0003,2026-04-09,TW2567,1,Car,Black,55,W
VH20260409_0009_TW2567,VH20260409_0009,2026-04-09,TW2567,1,Car,Red,22,E
VH20260409_0007_TW2567,VH20260409_0007,2026-04-09,TW2567,1,Motorbike,Red,43,E
VH20260409_0004_TW2567,VH20260409_0004,2026-04-09,TW2567,1,Car,Blue,44,SE
VH20260409_0002_TW2567,VH20260409_0002,2026-04-09,TW2567,1,Car,Black,6,W
VH20260409_0009_TW2568,VH20260409_0009,2026-04-09,TW2568,1,Car,Red,23,SE
VH20260409_0010_TW2568,VH20260409_0010,2026-04-09,TW2568,1,Car,White,4,S
VH20260409_0008_TW2568,VH20260409_0008,2026-04-09,TW2568,1,Motorbike,Black,27,SE
VH20260409_0001_TW2568,VH20260409_0001,2026-04-09,TW2568,1,Motorbike,Gray,34,E
VH20260409_0004_TW2568,VH20260409_0004,2026-04-09,TW2568,1,Car,Blue,46,SE
VH20260409_0006_TW2568,VH20260409_0006,2026-04-09,TW2568,1,Car,Black,39,W
VH20260409_0001_TW2569,VH20260409_0001,2026-04-09,TW2569,1,Motorbike,Gray,36,NE
VH20260409_0007_TW2569,VH20260409_0007,2026-04-09,TW2569,1,Motorbike,Red,43,E
VH20260409_0012_TW2569,VH20260409_0012,2026-04-09,TW2569,1,Car,Black,14,NE
VH20260409_0003_TW2569,VH20260409_0003,2026-04-09,TW2569,1,Car,Black,16,SW
VH20260409_0007_TW2570,VH20260409_0007,2026-04-09,TW2570,1,Motorbike,Red,43,SE
VH20260409_0003_TW2570,VH20260409_0003,2026-04-09,TW2570,1,Car,Black,15,S
VH20260409_0012_TW2570,VH20260409_0012,2026-04-09,TW2570,1,Car,Black,14,NE
VH20260409_0004_TW2570,VH20260409_0004,2026-04-09,TW2570,1,Car,Blue,50,E
VH20260409_0010_TW2570,VH20260409_0010,2026-04-09,TW2570,1,Car,White,0,SE
VH20260409_0009_TW2571,VH20260409_0009,2026-04-09,TW2571,1,Car,Red,49,SE
VH20260409_0002_TW2571,VH20260409_0002,2026-04-09,TW2571,1,Car,Black,9,W
VH20260409_0008_TW2571,VH20260409_0008,2026-04-09,TW2571,1,Motorbike,Black,27,E
VH20260409_0005_TW2571,VH20260409_0005,2026-04-09,TW2571,1,Car,Black,54,NE
VH20260409_0010_TW2571,VH20260409_0010,2026-04-09,TW2571,1,Car,White,5,E
VH20260409_0012_TW2571,VH20260409_0012,2026-04-09,TW2571,1,Car,Black,12,E
VH20260409_0005_TW2572,VH20260409_0005,2026-04-09,TW2572,1,Car,Black,57,NE
VH20260409_0012_TW2572,VH20260409_0012,2026-04-09,TW2572,1,Car,Black,4,SE
VH20260409_0006_TW2572,VH20260409_0006,2026-04-09,TW2572,1,Car,Black,36,SW
VH20260409_0006_TW2573,VH20260409_0006,2026-04-09,TW2573,1,Car,Black,32,S
VH20260409_0008_TW2573,VH20260409_0008,2026-04-09,TW2573,1,Motorbike,Black,29,E
VH20260409_0005_TW2573,VH20260409_0005,2026-04-09,TW2573,1,Car,Black,60,NE
VH20260409_0004_TW2573,VH20260409_0004,2026-04-09,TW2573,1,Car,Blue,52,S
VH20260409_0010_TW2573,VH20260409_0010,2026-04-09,TW2573,1,Car,White,11,N
VH20260409_0002_TW2573,VH20260409_0002,2026-04-09,TW2573,1,Car,Black,4,SW
VH20260409_0003_TW2574,VH20260409_0003,2026-04-09,TW2574,1,Car,Black,20,SE
VH20260409_0010_TW2574,VH20260409_0010,2026-04-09,TW2574,1,Car,White,13,NW
VH20260409_0002_TW2574,VH20260409_0002,2026-04-09,TW2574,1,Car,Black,0,SW
VH20260409_0004_TW2574,VH20260409_0004,2026-04-09,TW2574,1,Car,Blue,54,S
VH20260409_0007_TW2574,VH20260409_0007,2026-04-09,TW2574,1,Motorbike,Red,47,SE
VH20260409_0012_TW2574,VH20260409_0012,2026-04-09,TW2574,1,Car,Black,2,NE
VH20260409_0007_TW2575,VH20260409_0007,2026-04-09,TW2575,1,Motorbike,Red,49,S
VH20260409_0003_TW2575,VH20260409_0003,2026-04-09,TW2575,1,Car,Black,15,E
VH20260409_0012_TW2576,VH20260409_0012,2026-04-09,TW2576,1,Car,Black,21,N
VH20260409_0010_TW2576,VH20260409_0010,2026-04-09,TW2576,1,Car,White,10,W
VH20260409_0004_TW2576,VH20260409_0004,2026-04-09,TW2576,1,Car,Blue,56,S
VH20260409_0007_TW2576,VH20260409_0007,2026-04-09,TW2576,1,Motorbike,Red,47,SW
VH20260409_0008_TW2577,VH20260409_0008,2026-04-09,TW2577,1,Motorbike,Black,26,SW
VH20260409_0003_TW2577,VH20260409_0003,2026-04-09,TW2577,1,Car,Black,13,SE
VH20260409_0007_TW2577,VH20260409_0007,2026-04-09,TW2577,1,Motorbike,Red,50,W
VH20260409_0001_TW2577,VH20260409_0001,2026-04-09,TW2577,1,Motorbike,Gray,47,NW
VH20260409_0012_TW2577,VH20260409_0012,2026-04-09,TW2577,1,Car,Black,16,N
VH20260409_0005_TW2577,VH20260409_0005,2026-04-09,TW2577,1,Car,Black,55,N
VH20260409_0004_TW2577,VH20260409_0004,2026-04-09,TW2577,1,Car,Blue,60,SW
