pid_tw,id_global,date,tw_id,partition_id,shirt_color,pant_color,pose_state
P20260409_0030_TW2522,P20260409_0030,2026-04-09,TW2522,1,Gray,Blue,Sitting
P20260409_0035_TW2522,P20260409_0035,2026-04-09,TW2522,1,Red,Brown,Sitting
P20260409_0048_TW2522,P20260409_0048,2026-04-09,TW2522,1,Green,Black,Running
P20260409_0047_TW2522,P20260409_0047,2026-04-09,TW2522,1,Blue,Black,Sitting
P20260409_0002_TW2522,P20260409_0002,2026-04-09,TW2522,1,Red,Brown,Walking
P20260409_0001_TW2522,P20260409_0001,2026-04-09,TW2522,1,Black,Black,Sitting
P20260409_0029_TW2522,P20260409_0029,2026-04-09,TW2522,1,Brown,White,Walking
P20260409_0033_TW2522,P20260409_0033,2026-04-09,TW2522,1,White,Black,Standing
P20260409_0008_TW2522,P20260409_0008,2026-04-09,TW2522,1,White,White,Running
P20260409_0003_TW2522,P20260409_0003,2026-04-09,TW2522,1,Green,Gray,Standing
P20260409_0028_TW2522,P20260409_0028,2026-04-09,TW2522,1,Yellow,Blue,Walking
P20260409_0013_TW2522,P20260409_0013,2026-04-09,TW2522,1,Red,Gray,Walking
P20260409_0036_TW2522,P20260409_0036,2026-04-09,TW2522,1,Black,Blue,Sitting
P20260409_0031_TW2522,P20260409_0031,2026-04-09,TW2522,1,Yellow,Blue,Walking
P20260409_0010_TW2522,P20260409_0010,2026-04-09,TW2522,1,Blue,White,Running
P20260409_0009_TW2522,P20260409_0009,2026-04-09,TW2522,1,Brown,White,Standing
P20260409_0042_TW2522,P20260409_0042,2026-04-09,TW2522,1,Yellow,White,Walking
P20260409_0039_TW2522,P20260409_0039,2026-04-09,TW2522,1,Green,Blue,Standing
P20260409_0049_TW2522,P20260409_0049,2026-04-09,TW2522,1,White,Black,Running
P20260409_0046_TW2522,P20260409_0046,2026-04-09,TW2522,1,Green,Brown,Running
P20260409_0024_TW2522,P20260409_0024,2026-04-09,TW2522,1,Blue,Gray,Walking
P20260409_0045_TW2522,P20260409_0045,2026-04-09,TW2522,1,Blue,Black,Walking
P20260409_0017_TW2522,P20260409_0017,2026-04-09,TW2522,1,Green,Brown,Sitting
P20260409_0005_TW2522,P20260409_0005,2026-04-09,TW2522,1,Brown,Brown,Walking
P20260409_0026_TW2522,P20260409_0026,2026-04-09,TW2522,1,Blue,Black,Standing
P20260409_0032_TW2522,P20260409_0032,2026-04-09,TW2522,1,Green,Blue,Standing
P20260409_0018_TW2522,P20260409_0018,2026-04-09,TW2522,1,Brown,Black,Standing
P20260409_0050_TW2522,P20260409_0050,2026-04-09,TW2522,1,Black,Gray,Standing
P20260409_0012_TW2522,P20260409_0012,2026-04-09,TW2522,1,Brown,Black,Standing
P20260409_0022_TW2522,P20260409_0022,2026-04-09,TW2522,1,Gray,Brown,Running
P20260409_0038_TW2522,P20260409_0038,2026-04-09,TW2522,1,Black,Black,Standing
P20260409_0015_TW2522,P20260409_0015,2026-04-09,TW2522,1,Blue,Gray,Walking
P20260409_0007_TW2522,P20260409_0007,2026-04-09,TW2522,1,Blue,Black,Walking
P20260409_0008_TW2523,P20260409_0008,2026-04-09,TW2523,1,White,White,Running
P20260409_0045_TW2523,P20260409_0045,2026-04-09,TW2523,1,Blue,Black,Walking
P20260409_0006_TW2523,P20260409_0006,2026-04-09,TW2523,1,Black,Brown,Walking
P20260409_0048_TW2523,P20260409_0048,2026-04-09,TW2523,1,Green,Black,Sitting
P20260409_0028_TW2523,P20260409_0028,2026-04-09,TW2523,1,Yellow,Blue,Running
P20260409_0029_TW2523,P20260409_0029,2026-04-09,TW2523,1,Brown,White,Standing
P20260409_0018_TW2523,P20260409_0018,2026-04-09,TW2523,1,Brown,Black,Standing
P20260409_0021_TW2523,P20260409_0021,2026-04-09,TW2523,1,Black,White,Standing
P20260409_0024_TW2523,P20260409_0024,2026-04-09,TW2523,1,Blue,Gray,Standing
P20260409_0032_TW2523,P20260409_0032,2026-04-09,TW2523,1,Green,Blue,Sitting
P20260409_0038_TW2523,P20260409_0038,2026-04-09,TW2523,1,Black,Black,Running
P20260409_0002_TW2523,P20260409_0002,2026-04-09,TW2523,1,Red,Brown,Standing
P20260409_0019_TW2523,P20260409_0019,2026-04-09,TW2523,1,Yellow,Blue,Sitting
P20260409_0007_TW2523,P20260409_0007,2026-04-09,TW2523,1,Blue,Black,Running
P20260409_0014_TW2523,P20260409_0014,2026-04-09,TW2523,1,Gray,Brown,Sitting
P20260409_0013_TW2523,P20260409_0013,2026-04-09,TW2523,1,Red,Gray,Standing
P20260409_0027_TW2523,P20260409_0027,2026-04-09,TW2523,1,Yellow,Brown,Standing
P20260409_0031_TW2523,P20260409_0031,2026-04-09,TW2523,1,Yellow,Blue,Sitting
P20260409_0042_TW2523,P20260409_0042,2026-04-09,TW2523,1,Yellow,White,Walking
P20260409_0026_TW2523,P20260409_0026,2026-04-09,TW2523,1,Blue,Black,Standing
P20260409_0041_TW2523,P20260409_0041,2026-04-09,TW2523,1,Black,Blue,Running
P20260409_0037_TW2523,P20260409_0037,2026-04-09,TW2523,1,Red,Brown,Walking
P20260409_0022_TW2523,P20260409_0022,2026-04-09,TW2523,1,Gray,Brown,Sitting
P20260409_0004_TW2523,P20260409_0004,2026-04-09,TW2523,1,Blue,Gray,Standing
P20260409_0003_TW2523,P20260409_0003,2026-04-09,TW2523,1,Green,Gray,Running
P20260409_0025_TW2523,P20260409_0025,2026-04-09,TW2523,1,Gray,Gray,Walking
P20260409_0030_TW2523,P20260409_0030,2026-04-09,TW2523,1,Gray,Blue,Standing
P20260409_0011_TW2523,P20260409_0011,2026-04-09,TW2523,1,Red,White,Standing
P20260409_0040_TW2523,P20260409_0040,2026-04-09,TW2523,1,Green,White,Standing
P20260409_0020_TW2523,P20260409_0020,2026-04-09,TW2523,1,Red,Brown,Standing
P20260409_0001_TW2523,P20260409_0001,2026-04-09,TW2523,1,Black,Black,Walking
P20260409_0038_TW2524,P20260409_0038,2026-04-09,TW2524,1,Black,Black,Sitting
P20260409_0032_TW2524,P20260409_0032,2026-04-09,TW2524,1,Green,Blue,Walking
P20260409_0013_TW2524,P20260409_0013,2026-04-09,TW2524,1,Red,Gray,Running
P20260409_0042_TW2524,P20260409_0042,2026-04-09,TW2524,1,Yellow,White,Sitting
P20260409_0031_TW2524,P20260409_0031,2026-04-09,TW2524,1,Yellow,Blue,Sitting
P20260409_0026_TW2524,P20260409_0026,2026-04-09,TW2524,1,Blue,Black,Running
P20260409_0033_TW2524,P20260409_0033,2026-04-09,TW2524,1,White,Black,Standing
P20260409_0017_TW2524,P20260409_0017,2026-04-09,TW2524,1,Green,Brown,Running
P20260409_0014_TW2524,P20260409_0014,2026-04-09,TW2524,1,Gray,Brown,Sitting
P20260409_0048_TW2524,P20260409_0048,2026-04-09,TW2524,1,Green,Black,Running
P20260409_0001_TW2524,P20260409_0001,2026-04-09,TW2524,1,Black,Black,Running
P20260409_0003_TW2524,P20260409_0003,2026-04-09,TW2524,1,Green,Gray,Walking
P20260409_0009_TW2524,P20260409_0009,2026-04-09,TW2524,1,Brown,White,Walking
P20260409_0039_TW2524,P20260409_0039,2026-04-09,TW2524,1,Green,Blue,Sitting
P20260409_0016_TW2524,P20260409_0016,2026-04-09,TW2524,1,Red,White,Running
P20260409_0030_TW2524,P20260409_0030,2026-04-09,TW2524,1,Gray,Blue,Sitting
P20260409_0007_TW2524,P20260409_0007,2026-04-09,TW2524,1,Blue,Black,Walking
P20260409_0002_TW2524,P20260409_0002,2026-04-09,TW2524,1,Red,Brown,Standing
P20260409_0004_TW2524,P20260409_0004,2026-04-09,TW2524,1,Blue,Gray,Running
P20260409_0034_TW2524,P20260409_0034,2026-04-09,TW2524,1,Brown,Brown,Running
P20260409_0011_TW2524,P20260409_0011,2026-04-09,TW2524,1,Red,White,Running
P20260409_0046_TW2524,P20260409_0046,2026-04-09,TW2524,1,Green,Brown,Walking
P20260409_0020_TW2524,P20260409_0020,2026-04-09,TW2524,1,Red,Brown,Running
P20260409_0044_TW2524,P20260409_0044,2026-04-09,TW2524,1,Blue,Gray,Standing
P20260409_0018_TW2524,P20260409_0018,2026-04-09,TW2524,1,Brown,Black,Standing
P20260409_0028_TW2524,P20260409_0028,2026-04-09,TW2524,1,Yellow,Blue,Running
P20260409_0045_TW2524,P20260409_0045,2026-04-09,TW2524,1,Blue,Black,Walking
P20260409_0036_TW2524,P20260409_0036,2026-04-09,TW2524,1,Black,Blue,Running
P20260409_0043_TW2524,P20260409_0043,2026-04-09,TW2524,1,White,White,Sitting
P20260409_0006_TW2524,P20260409_0006,2026-04-09,TW2524,1,Black,Brown,Standing
P20260409_0023_TW2524,P20260409_0023,2026-04-09,TW2524,1,Green,Blue,Running
P20260409_0005_TW2524,P20260409_0005,2026-04-09,TW2524,1,Brown,Brown,Walking
P20260409_0047_TW2524,P20260409_0047,2026-04-09,TW2524,1,Blue,Black,Walking
P20260409_0008_TW2524,P20260409_0008,2026-04-09,TW2524,1,White,White,Running
P20260409_0027_TW2524,P20260409_0027,2026-04-09,TW2524,1,Yellow,Brown,Standing
P20260409_0022_TW2524,P20260409_0022,2026-04-09,TW2524,1,Gray,Brown,Standing
P20260409_0029_TW2524,P20260409_0029,2026-04-09,TW2524,1,Brown,White,Walking
P20260409_0015_TW2524,P20260409_0015,2026-04-09,TW2524,1,Blue,Gray,Standing
P20260409_0037_TW2524,P20260409_0037,2026-04-09,TW2524,1,Red,Brown,Running
P20260409_0012_TW2524,P20260409_0012,2026-04-09,TW2524,1,Brown,Black,Running
P20260409_0010_TW2524,P20260409_0010,2026-04-09,TW2524,1,Blue,Brown,Walking
P20260409_0019_TW2524,P20260409_0019,2026-04-09,TW2524,1,Yellow,Blue,Sitting
P20260409_0040_TW2524,P20260409_0040,2026-04-09,TW2524,1,Green,White,Walking
P20260409_0041_TW2524,P20260409_0041,2026-04-09,TW2524,1,Black,Blue,Running
P20260409_0025_TW2524,P20260409_0025,2026-04-09,TW2524,1,Gray,Gray,Sitting
P20260409_0050_TW2524,P20260409_0050,2026-04-09,TW2524,1,Black,Gray,Walking
P20260409_0049_TW2524,P20260409_0049,2026-04-09,TW2524,1,White,Black,Walking
P20260409_0021_TW2524,P20260409_0021,2026-04-09,TW2524,1,Black,White,Running
P20260409_0035_TW2524,P20260409_0035,2026-04-09,TW2524,1,Red,Brown,Standing
P20260409_0030_TW2525,P20260409_0030,2026-04-09,TW2525,1,Gray,Blue,Running
P20260409_0014_TW2525,P20260409_0014,2026-04-09,TW2525,1,Gray,Brown,Walking
P20260409_0001_TW2525,P20260409_0001,2026-04-09,TW2525,1,Black,Black,Walking
P20260409_0026_TW2525,P20260409_0026,2026-04-09,TW2525,1,Blue,Black,Sitting
P20260409_0016_TW2525,P20260409_0016,2026-04-09,TW2525,1,Red,White,Walking
P20260409_0032_TW2525,P20260409_0032,2026-04-09,TW2525,1,Green,Blue,Standing
P20260409_0047_TW2525,P20260409_0047,2026-04-09,TW2525,1,Blue,Black,Standing
P20260409_0010_TW2525,P20260409_0010,2026-04-09,TW2525,1,Blue,Brown,Standing
P20260409_0020_TW2525,P20260409_0020,2026-04-09,TW2525,1,Red,Brown,Walking
P20260409_0004_TW2525,P20260409_0004,2026-04-09,TW2525,1,Blue,Gray,Standing
P20260409_0043_TW2525,P20260409_0043,2026-04-09,TW2525,1,White,White,Standing
P20260409_0045_TW2525,P20260409_0045,2026-04-09,TW2525,1,Blue,Black,Running
P20260409_0025_TW2525,P20260409_0025,2026-04-09,TW2525,1,Gray,Gray,Sitting
P20260409_0029_TW2525,P20260409_0029,2026-04-09,TW2525,1,Brown,White,Standing
P20260409_0031_TW2525,P20260409_0031,2026-04-09,TW2525,1,Yellow,Blue,Running
P20260409_0022_TW2525,P20260409_0022,2026-04-09,TW2525,1,Gray,Brown,Sitting
P20260409_0021_TW2525,P20260409_0021,2026-04-09,TW2525,1,Black,White,Walking
P20260409_0006_TW2525,P20260409_0006,2026-04-09,TW2525,1,Black,Brown,Sitting
P20260409_0008_TW2525,P20260409_0008,2026-04-09,TW2525,1,White,White,Sitting
P20260409_0033_TW2525,P20260409_0033,2026-04-09,TW2525,1,White,Black,Running
P20260409_0046_TW2525,P20260409_0046,2026-04-09,TW2525,1,Green,Brown,Sitting
P20260409_0028_TW2525,P20260409_0028,2026-04-09,TW2525,1,Red,White,Sitting
P20260409_0015_TW2525,P20260409_0015,2026-04-09,TW2525,1,Blue,Gray,Running
P20260409_0005_TW2525,P20260409_0005,2026-04-09,TW2525,1,Brown,Brown,Running
P20260409_0018_TW2525,P20260409_0018,2026-04-09,TW2525,1,Brown,Black,Running
P20260409_0050_TW2525,P20260409_0050,2026-04-09,TW2525,1,Black,Gray,Standing
P20260409_0013_TW2525,P20260409_0013,2026-04-09,TW2525,1,Red,Gray,Sitting
P20260409_0038_TW2525,P20260409_0038,2026-04-09,TW2525,1,Black,Black,Standing
P20260409_0034_TW2525,P20260409_0034,2026-04-09,TW2525,1,Brown,Brown,Walking
P20260409_0036_TW2525,P20260409_0036,2026-04-09,TW2525,1,Black,Blue,Standing
P20260409_0035_TW2525,P20260409_0035,2026-04-09,TW2525,1,Red,Brown,Sitting
P20260409_0040_TW2525,P20260409_0040,2026-04-09,TW2525,1,Green,White,Walking
P20260409_0049_TW2525,P20260409_0049,2026-04-09,TW2525,1,White,Black,Standing
P20260409_0007_TW2525,P20260409_0007,2026-04-09,TW2525,1,Blue,Black,Sitting
P20260409_0002_TW2525,P20260409_0002,2026-04-09,TW2525,1,Red,Brown,Running
P20260409_0041_TW2525,P20260409_0041,2026-04-09,TW2525,1,Black,Blue,Walking
P20260409_0031_TW2526,P20260409_0031,2026-04-09,TW2526,1,Yellow,Blue,Standing
P20260409_0045_TW2526,P20260409_0045,2026-04-09,TW2526,1,Blue,Black,Sitting
P20260409_0010_TW2526,P20260409_0010,2026-04-09,TW2526,1,Blue,Brown,Sitting
P20260409_0030_TW2526,P20260409_0030,2026-04-09,TW2526,1,Gray,Blue,Sitting
P20260409_0014_TW2526,P20260409_0014,2026-04-09,TW2526,1,Gray,Brown,Standing
P20260409_0046_TW2526,P20260409_0046,2026-04-09,TW2526,1,Green,Brown,Running
P20260409_0018_TW2526,P20260409_0018,2026-04-09,TW2526,1,Brown,Black,Running
P20260409_0044_TW2526,P20260409_0044,2026-04-09,TW2526,1,Blue,Gray,Running
P20260409_0019_TW2526,P20260409_0019,2026-04-09,TW2526,1,Yellow,Blue,Standing
P20260409_0001_TW2526,P20260409_0001,2026-04-09,TW2526,1,Black,Black,Standing
P20260409_0013_TW2526,P20260409_0013,2026-04-09,TW2526,1,Red,Gray,Sitting
P20260409_0017_TW2526,P20260409_0017,2026-04-09,TW2526,1,Green,Brown,Standing
P20260409_0048_TW2526,P20260409_0048,2026-04-09,TW2526,1,Green,Black,Walking
P20260409_0020_TW2526,P20260409_0020,2026-04-09,TW2526,1,Red,Brown,Standing
P20260409_0050_TW2526,P20260409_0050,2026-04-09,TW2526,1,Black,Gray,Walking
P20260409_0002_TW2526,P20260409_0002,2026-04-09,TW2526,1,Red,Brown,Sitting
P20260409_0040_TW2526,P20260409_0040,2026-04-09,TW2526,1,Green,White,Standing
P20260409_0008_TW2526,P20260409_0008,2026-04-09,TW2526,1,White,White,Walking
P20260409_0006_TW2526,P20260409_0006,2026-04-09,TW2526,1,Black,Brown,Walking
P20260409_0035_TW2526,P20260409_0035,2026-04-09,TW2526,1,Red,Brown,Running
P20260409_0003_TW2526,P20260409_0003,2026-04-09,TW2526,1,Green,Gray,Running
P20260409_0007_TW2526,P20260409_0007,2026-04-09,TW2526,1,Blue,Black,Running
P20260409_0005_TW2526,P20260409_0005,2026-04-09,TW2526,1,Brown,Brown,Walking
P20260409_0041_TW2526,P20260409_0041,2026-04-09,TW2526,1,Black,Blue,Running
P20260409_0012_TW2526,P20260409_0012,2026-04-09,TW2526,1,Brown,Black,Walking
P20260409_0036_TW2526,P20260409_0036,2026-04-09,TW2526,1,Black,Blue,Running
P20260409_0042_TW2526,P20260409_0042,2026-04-09,TW2526,1,Yellow,White,Standing
P20260409_0034_TW2526,P20260409_0034,2026-04-09,TW2526,1,Brown,Brown,Walking
P20260409_0011_TW2526,P20260409_0011,2026-04-09,TW2526,1,Red,White,Standing
P20260409_0027_TW2526,P20260409_0027,2026-04-09,TW2526,1,Yellow,Brown,Running
P20260409_0028_TW2526,P20260409_0028,2026-04-09,TW2526,1,Red,White,Running
P20260409_0049_TW2526,P20260409_0049,2026-04-09,TW2526,1,White,Black,Running
P20260409_0043_TW2526,P20260409_0043,2026-04-09,TW2526,1,White,White,Walking
P20260409_0015_TW2526,P20260409_0015,2026-04-09,TW2526,1,Blue,Gray,Standing
P20260409_0047_TW2526,P20260409_0047,2026-04-09,TW2526,1,Blue,Black,Standing
P20260409_0033_TW2526,P20260409_0033,2026-04-09,TW2526,1,White,Black,Standing
P20260409_0022_TW2526,P20260409_0022,2026-04-09,TW2526,1,Gray,Brown,Walking
P20260409_0021_TW2526,P20260409_0021,2026-04-09,TW2526,1,Black,White,Sitting
P20260409_0038_TW2526,P20260409_0038,2026-04-09,TW2526,1,Black,Black,Walking
P20260409_0029_TW2526,P20260409_0029,2026-04-09,TW2526,1,Brown,White,Standing
P20260409_0039_TW2526,P20260409_0039,2026-04-09,TW2526,1,Green,Blue,Running
P20260409_0023_TW2526,P20260409_0023,2026-04-09,TW2526,1,Green,Blue,Sitting
P20260409_0004_TW2526,P20260409_0004,2026-04-09,TW2526,1,Blue,Gray,Walking
P20260409_0024_TW2526,P20260409_0024,2026-04-09,TW2526,1,Blue,Gray,Walking
P20260409_0032_TW2526,P20260409_0032,2026-04-09,TW2526,1,Green,Blue,Running
P20260409_0037_TW2526,P20260409_0037,2026-04-09,TW2526,1,Red,Brown,Sitting
P20260409_0025_TW2526,P20260409_0025,2026-04-09,TW2526,1,Gray,Gray,Sitting
P20260409_0016_TW2526,P20260409_0016,2026-04-09,TW2526,1,Red,White,Running
P20260409_0009_TW2526,P20260409_0009,2026-04-09,TW2526,1,Brown,White,Standing
P20260409_0026_TW2526,P20260409_0026,2026-04-09,TW2526,1,Blue,Black,Sitting
P20260409_0031_TW2527,P20260409_0031,2026-04-09,TW2527,1,Yellow,Blue,Running
P20260409_0005_TW2527,P20260409_0005,2026-04-09,TW2527,1,Brown,Brown,Standing
P20260409_0001_TW2527,P20260409_0001,2026-04-09,TW2527,1,Black,Black,Standing
P20260409_0003_TW2527,P20260409_0003,2026-04-09,TW2527,1,Green,Gray,Running
P20260409_0002_TW2527,P20260409_0002,2026-04-09,TW2527,1,Red,Brown,Standing
P20260409_0050_TW2527,P20260409_0050,2026-04-09,TW2527,1,Black,Gray,Walking
P20260409_0015_TW2527,P20260409_0015,2026-04-09,TW2527,1,Blue,Gray,Sitting
P20260409_0034_TW2527,P20260409_0034,2026-04-09,TW2527,1,Brown,Brown,Running
P20260409_0044_TW2527,P20260409_0044,2026-04-09,TW2527,1,Blue,Gray,Walking
P20260409_0018_TW2527,P20260409_0018,2026-04-09,TW2527,1,Brown,Black,Walking
P20260409_0017_TW2527,P20260409_0017,2026-04-09,TW2527,1,Green,Brown,Standing
P20260409_0020_TW2527,P20260409_0020,2026-04-09,TW2527,1,Red,Brown,Standing
P20260409_0011_TW2527,P20260409_0011,2026-04-09,TW2527,1,Red,White,Walking
