vid_tw,id_global,date,tw_id,partition_id,vehicle_type,base_color,speed_kmh,direction
VH20260409_0007_TW2531,VH20260409_0007,2026-04-09,TW2531,2,Motorbike,Red,4,W
VH20260409_0009_TW2531,VH20260409_0009,2026-04-09,TW2531,2,Car,Red,22,W
VH20260409_0001_TW2531,VH20260409_0001,2026-04-09,TW2531,2,Motorbike,Gray,44,S
VH20260409_0004_TW2531,VH20260409_0004,2026-04-09,TW2531,2,Car,Blue,29,W
VH20260409_0008_TW2531,VH20260409_0008,2026-04-09,TW2531,2,Motorbike,Black,14,S
VH20260409_0004_TW2532,VH20260409_0004,2026-04-09,TW2532,2,Car,Blue,33,NW
VH20260409_0011_TW2532,VH20260409_0011,2026-04-09,TW2532,2,Truck,Gray,16,SE
VH20260409_0008_TW2532,VH20260409_0008,2026-04-09,TW2532,2,Motorbike,Black,15,S
VH20260409_0010_TW2532,VH20260409_0010,2026-04-09,TW2532,2,Car,White,33,W
VH20260409_0005_TW2532,VH20260409_0005,2026-04-09,TW2532,2,Car,Black,2,NE
VH20260409_0007_TW2532,VH20260409_0007,2026-04-09,TW2532,2,Motorbike,Red,1,SW
VH20260409_0008_TW2533,VH20260409_0008,2026-04-09,TW2533,2,Motorbike,Black,20,SE
VH20260409_0005_TW2533,VH20260409_0005,2026-04-09,TW2533,2,Car,Black,1,N
VH20260409_0006_TW2533,VH20260409_0006,2026-04-09,TW2533,2,Car,Black,25,S
VH20260409_0002_TW2533,VH20260409_0002,2026-04-09,TW2533,2,Car,Black,4,N
VH20260409_0004_TW2533,VH20260409_0004,2026-04-09,TW2533,2,Car,Blue,35,W
VH20260409_0003_TW2533,VH20260409_0003,2026-04-09,TW2533,2,Car,Black,19,W
VH20260409_0003_TW2534,VH20260409_0003,2026-04-09,TW2534,2,Car,Black,18,W
VH20260409_0009_TW2534,VH20260409_0009,2026-04-09,TW2534,2,Car,Red,22,N
VH20260409_0001_TW2534,VH20260409_0001,2026-04-09,TW2534,2,Motorbike,Gray,8,SE
VH20260409_0006_TW2534,VH20260409_0006,2026-04-09,TW2534,2,Car,Black,27,SW
VH20260409_0010_TW2534,VH20260409_0010,2026-04-09,TW2534,2,Car,White,39,N
VH20260409_0008_TW2534,VH20260409_0008,2026-04-09,TW2534,2,Motorbike,Black,21,E
VH20260409_0002_TW2534,VH20260409_0002,2026-04-09,TW2534,2,Car,Black,0,NW
VH20260409_0007_TW2535,VH20260409_0007,2026-04-09,TW2535,2,Motorbike,Red,8,SW
VH20260409_0011_TW2535,VH20260409_0011,2026-04-09,TW2535,2,Truck,Gray,15,SE
VH20260409_0003_TW2535,VH20260409_0003,2026-04-09,TW2535,2,Car,Black,17,NW
VH20260409_0002_TW2535,VH20260409_0002,2026-04-09,TW2535,2,Car,Black,4,NW
VH20260409_0007_TW2536,VH20260409_0007,2026-04-09,TW2536,2,Motorbike,Red,12,S
VH20260409_0010_TW2536,VH20260409_0010,2026-04-09,TW2536,2,Car,White,40,E
VH20260409_0003_TW2536,VH20260409_0003,2026-04-09,TW2536,2,Car,Black,22,NW
VH20260409_0002_TW2536,VH20260409_0002,2026-04-09,TW2536,2,Car,Black,4,N
VH20260409_0005_TW2536,VH20260409_0005,2026-04-09,TW2536,2,Car,Black,1,E
VH20260409_0004_TW2536,VH20260409_0004,2026-04-09,TW2536,2,Car,Blue,47,W
VH20260409_0008_TW2536,VH20260409_0008,2026-04-09,TW2536,2,Motorbike,Black,26,E
VH20260409_0005_TW2537,VH20260409_0005,2026-04-09,TW2537,2,Car,Black,2,NE
VH20260409_0011_TW2537,VH20260409_0011,2026-04-09,TW2537,2,Truck,Gray,16,S
VH20260409_0001_TW2537,VH20260409_0001,2026-04-09,TW2537,2,Motorbike,Gray,6,NE
VH20260409_0008_TW2537,VH20260409_0008,2026-04-09,TW2537,2,Motorbike,Black,31,NE
VH20260409_0012_TW2537,VH20260409_0012,2026-04-09,TW2537,2,Car,Black,32,NW
VH20260409_0007_TW2537,VH20260409_0007,2026-04-09,TW2537,2,Motorbike,Red,7,SE
VH20260409_0002_TW2537,VH20260409_0002,2026-04-09,TW2537,2,Car,Black,4,NE
VH20260409_0012_TW2538,VH20260409_0012,2026-04-09,TW2538,2,Car,Black,32,N
VH20260409_0005_TW2538,VH20260409_0005,2026-04-09,TW2538,2,Car,Black,0,N
VH20260409_0001_TW2538,VH20260409_0001,2026-04-09,TW2538,2,Motorbike,Gray,8,E
VH20260409_0007_TW2538,VH20260409_0007,2026-04-09,TW2538,2,Motorbike,Red,10,E
VH20260409_0003_TW2539,VH20260409_0003,2026-04-09,TW2539,2,Car,Black,24,NW
VH20260409_0005_TW2539,VH20260409_0005,2026-04-09,TW2539,2,Car,Black,5,NE
VH20260409_0011_TW2539,VH20260409_0011,2026-04-09,TW2539,2,Truck,Gray,11,W
VH20260409_0003_TW2540,VH20260409_0003,2026-04-09,TW2540,2,Car,Black,32,W
VH20260409_0009_TW2540,VH20260409_0009,2026-04-09,TW2540,2,Car,Red,21,N
VH20260409_0002_TW2540,VH20260409_0002,2026-04-09,TW2540,2,Car,Black,5,NE
VH20260409_0009_TW2541,VH20260409_0009,2026-04-09,TW2541,2,Car,Red,21,NW
VH20260409_0004_TW2541,VH20260409_0004,2026-04-09,TW2541,2,Car,Blue,42,N
VH20260409_0006_TW2541,VH20260409_0006,2026-04-09,TW2541,2,Car,Black,24,W
VH20260409_0010_TW2541,VH20260409_0010,2026-04-09,TW2541,2,Car,White,37,SW
VH20260409_0005_TW2541,VH20260409_0005,2026-04-09,TW2541,2,Car,Black,2,NE
VH20260409_0008_TW2541,VH20260409_0008,2026-04-09,TW2541,2,Motorbike,Black,29,NE
VH20260409_0011_TW2541,VH20260409_0011,2026-04-09,TW2541,2,Truck,Gray,8,N
VH20260409_0007_TW2541,VH20260409_0007,2026-04-09,TW2541,2,Motorbike,Red,39,NW
VH20260409_0001_TW2541,VH20260409_0001,2026-04-09,TW2541,2,Motorbike,Gray,8,NE
VH20260409_0009_TW2542,VH20260409_0009,2026-04-09,TW2542,2,Car,Red,24,W
VH20260409_0001_TW2542,VH20260409_0001,2026-04-09,TW2542,2,Motorbike,Gray,12,E
VH20260409_0005_TW2542,VH20260409_0005,2026-04-09,TW2542,2,Car,Black,0,E
VH20260409_0011_TW2542,VH20260409_0011,2026-04-09,TW2542,2,Truck,Gray,8,NE
VH20260409_0010_TW2543,VH20260409_0010,2026-04-09,TW2543,2,Car,White,42,NW
VH20260409_0009_TW2543,VH20260409_0009,2026-04-09,TW2543,2,Car,Red,24,W
VH20260409_0008_TW2543,VH20260409_0008,2026-04-09,TW2543,2,Motorbike,Black,30,E
VH20260409_0007_TW2543,VH20260409_0007,2026-04-09,TW2543,2,Motorbike,Red,49,NW
VH20260409_0004_TW2543,VH20260409_0004,2026-04-09,TW2543,2,Car,Blue,41,N
VH20260409_0008_TW2544,VH20260409_0008,2026-04-09,TW2544,2,Motorbike,Black,32,E
VH20260409_0006_TW2544,VH20260409_0006,2026-04-09,TW2544,2,Car,Black,24,W
VH20260409_0012_TW2544,VH20260409_0012,2026-04-09,TW2544,2,Car,Black,29,NE
VH20260409_0007_TW2544,VH20260409_0007,2026-04-09,TW2544,2,Motorbike,Red,46,N
VH20260409_0009_TW2544,VH20260409_0009,2026-04-09,TW2544,2,Car,Red,26,NW
VH20260409_0009_TW2545,VH20260409_0009,2026-04-09,TW2545,2,Car,Red,26,N
VH20260409_0008_TW2545,VH20260409_0008,2026-04-09,TW2545,2,Motorbike,Black,35,SE
VH20260409_0006_TW2545,VH20260409_0006,2026-04-09,TW2545,2,Car,Black,29,SW
VH20260409_0002_TW2545,VH20260409_0002,2026-04-09,TW2545,2,Car,Black,21,SW
VH20260409_0003_TW2545,VH20260409_0003,2026-04-09,TW2545,2,Car,Black,60,NW
VH20260409_0004_TW2545,VH20260409_0004,2026-04-09,TW2545,2,Car,Blue,44,NW
VH20260409_0001_TW2545,VH20260409_0001,2026-04-09,TW2545,2,Motorbike,Gray,17,SE
VH20260409_0006_TW2546,VH20260409_0006,2026-04-09,TW2546,2,Car,Black,24,W
VH20260409_0007_TW2546,VH20260409_0007,2026-04-09,TW2546,2,Motorbike,Red,35,N
VH20260409_0010_TW2546,VH20260409_0010,2026-04-09,TW2546,2,Car,White,47,E
VH20260409_0012_TW2546,VH20260409_0012,2026-04-09,TW2546,2,Car,Black,29,N
VH20260409_0011_TW2546,VH20260409_0011,2026-04-09,TW2546,2,Truck,Gray,6,NW
VH20260409_0001_TW2546,VH20260409_0001,2026-04-09,TW2546,2,Motorbike,Gray,20,E
VH20260409_0011_TW2547,VH20260409_0011,2026-04-09,TW2547,2,Truck,Gray,1,W
VH20260409_0004_TW2547,VH20260409_0004,2026-04-09,TW2547,2,Car,Blue,43,W
VH20260409_0003_TW2547,VH20260409_0003,2026-04-09,TW2547,2,Car,Black,60,N
VH20260409_0002_TW2547,VH20260409_0002,2026-04-09,TW2547,2,Car,Black,19,W
VH20260409_0012_TW2548,VH20260409_0012,2026-04-09,TW2548,2,Car,Black,36,NW
VH20260409_0005_TW2548,VH20260409_0005,2026-04-09,TW2548,2,Car,Black,9,S
VH20260409_0002_TW2548,VH20260409_0002,2026-04-09,TW2548,2,Car,Black,18,NW
VH20260409_0009_TW2548,VH20260409_0009,2026-04-09,TW2548,2,Car,Red,27,W
VH20260409_0007_TW2548,VH20260409_0007,2026-04-09,TW2548,2,Motorbike,Red,32,N
VH20260409_0006_TW2548,VH20260409_0006,2026-04-09,TW2548,2,Car,Black,17,E
VH20260409_0001_TW2549,VH20260409_0001,2026-04-09,TW2549,2,Motorbike,Gray,19,SE
VH20260409_0012_TW2549,VH20260409_0012,2026-04-09,TW2549,2,Car,Black,36,N
VH20260409_0008_TW2549,VH20260409_0008,2026-04-09,TW2549,2,Motorbike,Black,33,NE
VH20260409_0009_TW2549,VH20260409_0009,2026-04-09,TW2549,2,Car,Red,31,W
VH20260409_0010_TW2549,VH20260409_0010,2026-04-09,TW2549,2,Car,White,55,S
VH20260409_0005_TW2549,VH20260409_0005,2026-04-09,TW2549,2,Car,Black,13,SE
VH20260409_0009_TW2550,VH20260409_0009,2026-04-09,TW2550,2,Car,Red,26,SW
VH20260409_0003_TW2550,VH20260409_0003,2026-04-09,TW2550,2,Car,Black,60,N
VH20260409_0007_TW2550,VH20260409_0007,2026-04-09,TW2550,2,Motorbike,Red,29,N
VH20260409_0002_TW2550,VH20260409_0002,2026-04-09,TW2550,2,Car,Black,8,NW
VH20260409_0002_TW2551,VH20260409_0002,2026-04-09,TW2551,2,Car,Black,9,NW
VH20260409_0004_TW2551,VH20260409_0004,2026-04-09,TW2551,2,Car,Blue,40,SW
VH20260409_0011_TW2551,VH20260409_0011,2026-04-09,TW2551,2,Truck,Gray,0,N
VH20260409_0006_TW2551,VH20260409_0006,2026-04-09,TW2551,2,Car,Black,16,S
VH20260409_0001_TW2551,VH20260409_0001,2026-04-09,TW2551,2,Motorbike,Gray,27,S
VH20260409_0003_TW2551,VH20260409_0003,2026-04-09,TW2551,2,Car,Black,60,N
VH20260409_0012_TW2552,VH20260409_0012,2026-04-09,TW2552,2,Car,Black,30,NE
VH20260409_0002_TW2552,VH20260409_0002,2026-04-09,TW2552,2,Car,Black,11,N
VH20260409_0009_TW2552,VH20260409_0009,2026-04-09,TW2552,2,Car,Red,27,SE
VH20260409_0006_TW2552,VH20260409_0006,2026-04-09,TW2552,2,Car,Black,12,SE
VH20260409_0005_TW2552,VH20260409_0005,2026-04-09,TW2552,2,Car,Black,50,NW
VH20260409_0009_TW2553,VH20260409_0009,2026-04-09,TW2553,2,Car,Red,23,E
VH20260409_0010_TW2553,VH20260409_0010,2026-04-09,TW2553,2,Car,White,60,SE
VH20260409_0006_TW2553,VH20260409_0006,2026-04-09,TW2553,2,Car,Black,16,SE
VH20260409_0005_TW2553,VH20260409_0005,2026-04-09,TW2553,2,Car,Black,45,N
VH20260409_0002_TW2553,VH20260409_0002,2026-04-09,TW2553,2,Car,Black,7,N
VH20260409_0001_TW2553,VH20260409_0001,2026-04-09,TW2553,2,Motorbike,Gray,19,SE
VH20260409_0010_TW2554,VH20260409_0010,2026-04-09,TW2554,2,Car,White,60,SE
VH20260409_0007_TW2554,VH20260409_0007,2026-04-09,TW2554,2,Motorbike,Red,21,SE
VH20260409_0001_TW2554,VH20260409_0001,2026-04-09,TW2554,2,Motorbike,Gray,16,E
VH20260409_0012_TW2554,VH20260409_0012,2026-04-09,TW2554,2,Car,Black,30,N
VH20260409_0003_TW2554,VH20260409_0003,2026-04-09,TW2554,2,Car,Black,53,E
VH20260409_0005_TW2554,VH20260409_0005,2026-04-09,TW2554,2,Car,Black,41,NW
VH20260409_0010_TW2555,VH20260409_0010,2026-04-09,TW2555,2,Car,White,55,SE
VH20260409_0002_TW2555,VH20260409_0002,2026-04-09,TW2555,2,Car,Black,9,E
VH20260409_0008_TW2555,VH20260409_0008,2026-04-09,TW2555,2,Motorbike,Black,40,NE
VH20260409_0012_TW2555,VH20260409_0012,2026-04-09,TW2555,2,Car,Black,32,N
VH20260409_0011_TW2555,VH20260409_0011,2026-04-09,TW2555,2,Truck,Gray,0,N
VH20260409_0004_TW2555,VH20260409_0004,2026-04-09,TW2555,2,Car,Blue,47,NE
VH20260409_0007_TW2556,VH20260409_0007,2026-04-09,TW2556,2,Motorbike,Red,14,S
VH20260409_0006_TW2556,VH20260409_0006,2026-04-09,TW2556,2,Car,Black,18,SW
VH20260409_0005_TW2556,VH20260409_0005,2026-04-09,TW2556,2,Car,Black,34,NW
VH20260409_0012_TW2557,VH20260409_0012,2026-04-09,TW2557,2,Car,Black,30,NE
VH20260409_0009_TW2557,VH20260409_0009,2026-04-09,TW2557,2,Car,Red,28,SW
VH20260409_0007_TW2557,VH20260409_0007,2026-04-09,TW2557,2,Motorbike,Red,38,SE
VH20260409_0005_TW2557,VH20260409_0005,2026-04-09,TW2557,2,Car,Black,31,W
VH20260409_0008_TW2557,VH20260409_0008,2026-04-09,TW2557,2,Motorbike,Black,41,NE
VH20260409_0003_TW2557,VH20260409_0003,2026-04-09,TW2557,2,Car,Black,60,E
VH20260409_0011_TW2558,VH20260409_0011,2026-04-09,TW2558,2,Truck,Gray,1,N
VH20260409_0009_TW2558,VH20260409_0009,2026-04-09,TW2558,2,Car,Red,25,W
VH20260409_0003_TW2558,VH20260409_0003,2026-04-09,TW2558,2,Car,Black,60,E
VH20260409_0006_TW2558,VH20260409_0006,2026-04-09,TW2558,2,Car,Black,24,SW
VH20260409_0008_TW2558,VH20260409_0008,2026-04-09,TW2558,2,Motorbike,Black,41,NE
VH20260409_0004_TW2559,VH20260409_0004,2026-04-09,TW2559,2,Car,Blue,55,N
VH20260409_0005_TW2559,VH20260409_0005,2026-04-09,TW2559,2,Car,Black,39,SW
VH20260409_0010_TW2559,VH20260409_0010,2026-04-09,TW2559,2,Car,White,13,SE
VH20260409_0008_TW2559,VH20260409_0008,2026-04-09,TW2559,2,Motorbike,Black,39,E
VH20260409_0008_TW2560,VH20260409_0008,2026-04-09,TW2560,2,Motorbike,Black,36,NE
VH20260409_0006_TW2560,VH20260409_0006,2026-04-09,TW2560,2,Car,Black,30,SW
VH20260409_0009_TW2560,VH20260409_0009,2026-04-09,TW2560,2,Car,Red,30,W
VH20260409_0011_TW2560,VH20260409_0011,2026-04-09,TW2560,2,Truck,Gray,7,W
VH20260409_0005_TW2560,VH20260409_0005,2026-04-09,TW2560,2,Car,Black,38,SW
VH20260409_0005_TW2561,VH20260409_0005,2026-04-09,TW2561,2,Car,Black,41,W
VH20260409_0001_TW2561,VH20260409_0001,2026-04-09,TW2561,2,Motorbike,Gray,28,S
VH20260409_0007_TW2562,VH20260409_0007,2026-04-09,TW2562,2,Motorbike,Red,41,E
VH20260409_0003_TW2563,VH20260409_0003,2026-04-09,TW2563,2,Car,Black,57,SE
VH20260409_0007_TW2563,VH20260409_0007,2026-04-09,TW2563,2,Motorbike,Red,43,E
VH20260409_0004_TW2563,VH20260409_0004,2026-04-09,TW2563,2,Car,Blue,51,E
VH20260409_0010_TW2563,VH20260409_0010,2026-04-09,TW2563,2,Car,White,10,SE
VH20260409_0006_TW2563,VH20260409_0006,2026-04-09,TW2563,2,Car,Black,44,NW
VH20260409_0004_TW2564,VH20260409_0004,2026-04-09,TW2564,2,Car,Blue,46,SE
VH20260409_0008_TW2564,VH20260409_0008,2026-04-09,TW2564,2,Motorbike,Black,26,NE
VH20260409_0010_TW2564,VH20260409_0010,2026-04-09,TW2564,2,Car,White,5,SE
VH20260409_0007_TW2564,VH20260409_0007,2026-04-09,TW2564,2,Motorbike,Red,40,E
VH20260409_0003_TW2564,VH20260409_0003,2026-04-09,TW2564,2,Car,Black,55,S
VH20260409_0005_TW2565,VH20260409_0005,2026-04-09,TW2565,2,Car,Black,60,NW
VH20260409_0007_TW2565,VH20260409_0007,2026-04-09,TW2565,2,Motorbike,Red,41,NE
VH20260409_0008_TW2566,VH20260409_0008,2026-04-09,TW2566,2,Motorbike,Black,27,SE
VH20260409_0006_TW2566,VH20260409_0006,2026-04-09,TW2566,2,Car,Black,36,NW
VH20260409_0012_TW2566,VH20260409_0012,2026-04-09,TW2566,2,Car,Black,21,NE
VH20260409_0005_TW2566,VH20260409_0005,2026-04-09,TW2566,2,Car,Black,58,N
VH20260409_0010_TW2566,VH20260409_0010,2026-04-09,TW2566,2,Car,White,0,SE
VH20260409_0010_TW2567,VH20260409_0010,2026-04-09,TW2567,2,Car,White,0,SE
VH20260409_0008_TW2567,VH20260409_0008,2026-04-09,TW2567,2,Motorbike,Black,26,E
VH20260409_0011_TW2567,VH20260409_0011,2026-04-09,TW2567,2,Truck,Gray,0,W
VH20260409_0005_TW2567,VH20260409_0005,2026-04-09,TW2567,2,Car,Black,53,NW
VH20260409_0006_TW2567,VH20260409_0006,2026-04-09,TW2567,2,Car,Black,39,NW
VH20260409_0001_TW2567,VH20260409_0001,2026-04-09,TW2567,2,Motorbike,Gray,34,E
VH20260409_0011_TW2568,VH20260409_0011,2026-04-09,TW2568,2,Truck,Gray,55,NE
VH20260409_0005_TW2568,VH20260409_0005,2026-04-09,TW2568,2,Car,Black,53,N
VH20260409_0007_TW2568,VH20260409_0007,2026-04-09,TW2568,2,Motorbike,Red,42,SE
VH20260409_0010_TW2569,VH20260409_0010,2026-04-09,TW2569,2,Car,White,0,S
VH20260409_0002_TW2569,VH20260409_0002,2026-04-09,TW2569,2,Car,Black,13,SW
VH20260409_0005_TW2569,VH20260409_0005,2026-04-09,TW2569,2,Car,Black,51,NE
VH20260409_0011_TW2569,VH20260409_0011,2026-04-09,TW2569,2,Truck,Gray,56,E
VH20260409_0008_TW2569,VH20260409_0008,2026-04-09,TW2569,2,Motorbike,Black,26,E
VH20260409_0006_TW2569,VH20260409_0006,2026-04-09,TW2569,2,Car,Black,40,SW
VH20260409_0004_TW2569,VH20260409_0004,2026-04-09,TW2569,2,Car,Blue,47,SE
VH20260409_0008_TW2570,VH20260409_0008,2026-04-09,TW2570,2,Motorbike,Black,24,SE
VH20260409_0002_TW2570,VH20260409_0002,2026-04-09,TW2570,2,Car,Black,11,SW
VH20260409_0011_TW2570,VH20260409_0011,2026-04-09,TW2570,2,Truck,Gray,60,NE
VH20260409_0004_TW2571,VH20260409_0004,2026-04-09,TW2571,2,Car,Blue,54,E
VH20260409_0007_TW2571,VH20260409_0007,2026-04-09,TW2571,2,Motorbike,Red,47,S
VH20260409_0006_TW2571,VH20260409_0006,2026-04-09,TW2571,2,Car,Black,39,S
VH20260409_0011_TW2571,VH20260409_0011,2026-04-09,TW2571,2,Truck,Gray,60,NE
VH20260409_0004_TW2572,VH20260409_0004,2026-04-09,TW2572,2,Car,Blue,52,SE
VH20260409_0003_TW2572,VH20260409_0003,2026-04-09,TW2572,2,Car,Black,24,S
VH20260409_0011_TW2572,VH20260409_0011,2026-04-09,TW2572,2,Truck,Gray,60,E
VH20260409_0011_TW2573,VH20260409_0011,2026-04-09,TW2573,2,Truck,Gray,60,SE
VH20260409_0007_TW2573,VH20260409_0007,2026-04-09,TW2573,2,Motorbike,Red,45,SE
VH20260409_0012_TW2573,VH20260409_0012,2026-04-09,TW2573,2,Car,Black,7,E
VH20260409_0001_TW2573,VH20260409_0001,2026-04-09,TW2573,2,Motorbike,Gray,29,NE
VH20260409_0003_TW2573,VH20260409_0003,2026-04-09,TW2573,2,Car,Black,20,SE
VH20260409_0009_TW2573,VH20260409_0009,2026-04-09,TW2573,2,Car,Red,44,SE
VH20260409_0009_TW2574,VH20260409_0009,2026-04-09,TW2574,2,Car,Red,48,E
VH20260409_0011_TW2574,VH20260409_0011,2026-04-09,TW2574,2,Truck,Gray,60,SE
VH20260409_0006_TW2574,VH20260409_0006,2026-04-09,TW2574,2,Car,Black,33,SE
VH20260409_0001_TW2574,VH20260409_0001,2026-04-09,TW2574,2,Motorbike,Gray,34,E
VH20260409_0008_TW2574,VH20260409_0008,2026-04-09,TW2574,2,Motorbike,Black,30,SE
VH20260409_0005_TW2574,VH20260409_0005,2026-04-09,TW2574,2,Car,Black,55,NE
VH20260409_0006_TW2575,VH20260409_0006,2026-04-09,TW2575,2,Car,Black,38,E
VH20260409_0001_TW2575,VH20260409_0001,2026-04-09,TW2575,2,Motorbike,Gray,33,E
VH20260409_0005_TW2575,VH20260409_0005,2026-04-09,TW2575,2,Car,Black,55,NE
VH20260409_0009_TW2575,VH20260409_0009,2026-04-09,TW2575,2,Car,Red,53,E
VH20260409_0011_TW2575,VH20260409_0011,2026-04-09,TW2575,2,Truck,Gray,60,S
VH20260409_0012_TW2575,VH20260409_0012,2026-04-09,TW2575,2,Car,Black,0,NE
VH20260409_0002_TW2575,VH20260409_0002,2026-04-09,TW2575,2,Car,Black,0,W
VH20260409_0008_TW2575,VH20260409_0008,2026-04-09,TW2575,2,Motorbike,Black,30,SE
VH20260409_0010_TW2575,VH20260409_0010,2026-04-09,TW2575,2,Car,White,11,W
VH20260409_0005_TW2576,VH20260409_0005,2026-04-09,TW2576,2,Car,Black,52,N
VH20260409_0011_TW2576,VH20260409_0011,2026-04-09,TW2576,2,Truck,Gray,59,SW
VH20260409_0009_TW2576,VH20260409_0009,2026-04-09,TW2576,2,Car,Red,56,NE
VH20260409_0003_TW2576,VH20260409_0003,2026-04-09,TW2576,2,Car,Black,15,E
VH20260409_0008_TW2576,VH20260409_0008,2026-04-09,TW2576,2,Motorbike,Black,28,S
VH20260409_0002_TW2576,VH20260409_0002,2026-04-09,TW2576,2,Car,Black,0,NW
VH20260409_0006_TW2576,VH20260409_0006,2026-04-09,TW2576,2,Car,Black,42,NE
VH20260409_0001_TW2576,VH20260409_0001,2026-04-09,TW2576,2,Motorbike,Gray,31,E
VH20260409_0011_TW2577,VH20260409_0011,2026-04-09,TW2577,2,Truck,Gray,60,W
VH20260409_0003_TW2578,VH20260409_0003,2026-04-09,TW2578,2,Car,Black,10,SE
VH20260409_0001_TW2578,VH20260409_0001,2026-04-09,TW2578,2,Motorbike,Gray,52,NW
VH20260409_0002_TW2578,VH20260409_0002,2026-04-09,TW2578,2,Car,Black,4,W
VH20260409_0011_TW2578,VH20260409_0011,2026-04-09,TW2578,2,Truck,Gray,60,W
VH20260409_0005_TW2578,VH20260409_0005,2026-04-09,TW2578,2,Car,Black,59,N
VH20260409_0007_TW2578,VH20260409_0007,2026-04-09,TW2578,2,Motorbike,Red,55,NW
VH20260409_0005_TW2579,VH20260409_0005,2026-04-09,TW2579,2,Car,Black,60,NE
VH20260409_0011_TW2579,VH20260409_0011,2026-04-09,TW2579,2,Truck,Gray,60,W
