source_id,destination_id,type,ts_start,ts_end,date,tw_id,partition_id,camera_id,location_id,confidence,bbox,description
VH20260409_0010_TW2539,V_C007_20260409_070000,DETECTED_IN,2026-04-09 07:03:10,2026-04-09 07:03:12,2026-04-09,TW2539,4,C007,L004,0.782,"{""x"": 1369, ""y"": 334, ""w"": 143, ""h"": 312}",
VH20260409_0008_TW2539,V_C007_20260409_070000,DETECTED_IN,2026-04-09 07:03:12,2026-04-09 07:03:17,2026-04-09,TW2539,4,C007,L004,0.833,"{""x"": 27, ""y"": 456, ""w"": 156, ""h"": 309}",
VH20260409_0004_TW2539,V_C007_20260409_070000,DETECTED_IN,2026-04-09 07:03:12,2026-04-09 07:03:17,2026-04-09,TW2539,4,C007,L004,0.733,"{""x"": 1103, ""y"": 440, ""w"": 84, ""h"": 282}",
VH20260409_0008_TW2540,V_C007_20260409_070000,DETECTED_IN,2026-04-09 07:03:21,2026-04-09 07:03:29,2026-04-09,TW2540,4,C007,L004,0.931,"{""x"": 210, ""y"": 223, ""w"": 236, ""h"": 117}",
VH20260409_0005_TW2540,V_C008_20260409_070000,DETECTED_IN,2026-04-09 07:03:23,2026-04-09 07:03:30,2026-04-09,TW2540,4,C008,L004,0.904,"{""x"": 383, ""y"": 197, ""w"": 173, ""h"": 162}",
VH20260409_0010_TW2540,V_C008_20260409_070000,DETECTED_IN,2026-04-09 07:03:21,2026-04-09 07:03:27,2026-04-09,TW2540,4,C008,L004,0.895,"{""x"": 86, ""y"": 380, ""w"": 88, ""h"": 341}",
VH20260409_0006_TW2540,V_C008_20260409_070000,DETECTED_IN,2026-04-09 07:03:20,2026-04-09 07:03:28,2026-04-09,TW2540,4,C008,L004,0.852,"{""x"": 383, ""y"": 429, ""w"": 259, ""h"": 306}",
VH20260409_0012_TW2542,V_C007_20260409_070000,DETECTED_IN,2026-04-09 07:03:42,2026-04-09 07:03:47,2026-04-09,TW2542,4,C007,L004,0.771,"{""x"": 1305, ""y"": 358, ""w"": 184, ""h"": 278}",
VH20260409_0011_TW2544,V_C007_20260409_070000,DETECTED_IN,2026-04-09 07:04:01,2026-04-09 07:04:03,2026-04-09,TW2544,4,C007,L004,0.863,"{""x"": 231, ""y"": 746, ""w"": 105, ""h"": 273}",
VH20260409_0010_TW2544,V_C007_20260409_070000,DETECTED_IN,2026-04-09 07:04:02,2026-04-09 07:04:10,2026-04-09,TW2544,4,C007,L004,0.885,"{""x"": 638, ""y"": 555, ""w"": 212, ""h"": 246}",
VH20260409_0003_TW2548,V_C008_20260409_070000,DETECTED_IN,2026-04-09 07:04:42,2026-04-09 07:04:44,2026-04-09,TW2548,4,C008,L004,0.98,"{""x"": 940, ""y"": 309, ""w"": 280, ""h"": 279}",
VH20260409_0008_TW2548,V_C008_20260409_070000,DETECTED_IN,2026-04-09 07:04:42,2026-04-09 07:04:46,2026-04-09,TW2548,4,C008,L004,0.904,"{""x"": 659, ""y"": 741, ""w"": 151, ""h"": 121}",
VH20260409_0003_TW2549,V_C007_20260409_070000,DETECTED_IN,2026-04-09 07:04:58,2026-04-09 07:04:59,2026-04-09,TW2549,4,C007,L004,0.88,"{""x"": 197, ""y"": 710, ""w"": 228, ""h"": 214}",
VH20260409_0011_TW2549,V_C008_20260409_070000,DETECTED_IN,2026-04-09 07:04:57,2026-04-09 07:05:00,2026-04-09,TW2549,4,C008,L004,0.875,"{""x"": 212, ""y"": 453, ""w"": 183, ""h"": 196}",
VH20260409_0006_TW2549,V_C008_20260409_070000,DETECTED_IN,2026-04-09 07:04:51,2026-04-09 07:04:57,2026-04-09,TW2549,4,C008,L004,0.74,"{""x"": 921, ""y"": 75, ""w"": 216, ""h"": 308}",
V_C007_20260409_070500,C007,RECORDED_BY,2026-04-09 07:05:00,2026-04-09 07:10:00,2026-04-09,,4,C007,L004,,,
VH20260409_0001_TW2550,V_C007_20260409_070500,DETECTED_IN,2026-04-09 07:05:01,2026-04-09 07:05:08,2026-04-09,TW2550,4,C007,L004,0.774,"{""x"": 439, ""y"": 250, ""w"": 264, ""h"": 384}",
VH20260409_0011_TW2550,V_C007_20260409_070500,DETECTED_IN,2026-04-09 07:05:03,2026-04-09 07:05:09,2026-04-09,TW2550,4,C007,L004,0.98,"{""x"": 1271, ""y"": 174, ""w"": 131, ""h"": 331}",
VH20260409_0008_TW2550,V_C007_20260409_070500,DETECTED_IN,2026-04-09 07:05:01,2026-04-09 07:05:04,2026-04-09,TW2550,4,C007,L004,0.793,"{""x"": 1066, ""y"": 233, ""w"": 285, ""h"": 215}",
V_C008_20260409_070500,C008,RECORDED_BY,2026-04-09 07:05:00,2026-04-09 07:10:00,2026-04-09,,4,C008,L004,,,
VH20260409_0010_TW2552,V_C007_20260409_070500,DETECTED_IN,2026-04-09 07:05:21,2026-04-09 07:05:27,2026-04-09,TW2552,4,C007,L004,0.823,"{""x"": 1235, ""y"": 776, ""w"": 189, ""h"": 117}",
VH20260409_0002_TW2554,V_C008_20260409_070500,DETECTED_IN,2026-04-09 07:05:40,2026-04-09 07:05:48,2026-04-09,TW2554,4,C008,L004,0.898,"{""x"": 11, ""y"": 347, ""w"": 103, ""h"": 363}",
VH20260409_0007_TW2555,V_C007_20260409_070500,DETECTED_IN,2026-04-09 07:05:51,2026-04-09 07:05:57,2026-04-09,TW2555,4,C007,L004,0.843,"{""x"": 1388, ""y"": 175, ""w"": 106, ""h"": 122}",
VH20260409_0009_TW2555,V_C007_20260409_070500,DETECTED_IN,2026-04-09 07:05:50,2026-04-09 07:05:51,2026-04-09,TW2555,4,C007,L004,0.911,"{""x"": 914, ""y"": 196, ""w"": 87, ""h"": 155}",
VH20260409_0003_TW2555,V_C007_20260409_070500,DETECTED_IN,2026-04-09 07:05:54,2026-04-09 07:05:57,2026-04-09,TW2555,4,C007,L004,0.952,"{""x"": 1319, ""y"": 495, ""w"": 126, ""h"": 235}",
VH20260409_0003_TW2556,V_C007_20260409_070500,DETECTED_IN,2026-04-09 07:06:01,2026-04-09 07:06:08,2026-04-09,TW2556,4,C007,L004,0.758,"{""x"": 523, ""y"": 422, ""w"": 170, ""h"": 366}",
VH20260409_0010_TW2556,V_C007_20260409_070500,DETECTED_IN,2026-04-09 07:06:01,2026-04-09 07:06:04,2026-04-09,TW2556,4,C007,L004,0.907,"{""x"": 853, ""y"": 716, ""w"": 189, ""h"": 291}",
VH20260409_0004_TW2556,V_C007_20260409_070500,DETECTED_IN,2026-04-09 07:06:03,2026-04-09 07:06:07,2026-04-09,TW2556,4,C007,L004,0.958,"{""x"": 1247, ""y"": 252, ""w"": 229, ""h"": 227}",
VH20260409_0011_TW2556,V_C007_20260409_070500,DETECTED_IN,2026-04-09 07:06:05,2026-04-09 07:06:08,2026-04-09,TW2556,4,C007,L004,0.719,"{""x"": 81, ""y"": 222, ""w"": 70, ""h"": 172}",
VH20260409_0012_TW2556,V_C008_20260409_070500,DETECTED_IN,2026-04-09 07:06:03,2026-04-09 07:06:10,2026-04-09,TW2556,4,C008,L004,0.712,"{""x"": 1398, ""y"": 529, ""w"": 109, ""h"": 254}",
VH20260409_0010_TW2557,V_C007_20260409_070500,DETECTED_IN,2026-04-09 07:06:10,2026-04-09 07:06:17,2026-04-09,TW2557,4,C007,L004,0.982,"{""x"": 1278, ""y"": 0, ""w"": 296, ""h"": 326}",
VH20260409_0002_TW2557,V_C007_20260409_070500,DETECTED_IN,2026-04-09 07:06:13,2026-04-09 07:06:20,2026-04-09,TW2557,4,C007,L004,0.777,"{""x"": 1074, ""y"": 55, ""w"": 251, ""h"": 312}",
VH20260409_0005_TW2558,V_C007_20260409_070500,DETECTED_IN,2026-04-09 07:06:26,2026-04-09 07:06:27,2026-04-09,TW2558,4,C007,L004,0.882,"{""x"": 1087, ""y"": 579, ""w"": 118, ""h"": 120}",
VH20260409_0012_TW2558,V_C007_20260409_070500,DETECTED_IN,2026-04-09 07:06:20,2026-04-09 07:06:27,2026-04-09,TW2558,4,C007,L004,0.834,"{""x"": 341, ""y"": 235, ""w"": 128, ""h"": 137}",
VH20260409_0007_TW2558,V_C007_20260409_070500,DETECTED_IN,2026-04-09 07:06:26,2026-04-09 07:06:29,2026-04-09,TW2558,4,C007,L004,0.775,"{""x"": 56, ""y"": 116, ""w"": 221, ""h"": 119}",
VH20260409_0002_TW2558,V_C007_20260409_070500,DETECTED_IN,2026-04-09 07:06:22,2026-04-09 07:06:27,2026-04-09,TW2558,4,C007,L004,0.736,"{""x"": 872, ""y"": 336, ""w"": 174, ""h"": 171}",
VH20260409_0003_TW2559,V_C007_20260409_070500,DETECTED_IN,2026-04-09 07:06:33,2026-04-09 07:06:35,2026-04-09,TW2559,4,C007,L004,0.747,"{""x"": 673, ""y"": 721, ""w"": 274, ""h"": 230}",
VH20260409_0007_TW2559,V_C007_20260409_070500,DETECTED_IN,2026-04-09 07:06:36,2026-04-09 07:06:37,2026-04-09,TW2559,4,C007,L004,0.86,"{""x"": 855, ""y"": 395, ""w"": 236, ""h"": 132}",
VH20260409_0002_TW2559,V_C008_20260409_070500,DETECTED_IN,2026-04-09 07:06:30,2026-04-09 07:06:33,2026-04-09,TW2559,4,C008,L004,0.966,"{""x"": 1154, ""y"": 613, ""w"": 185, ""h"": 260}",
VH20260409_0008_TW2561,V_C007_20260409_070500,DETECTED_IN,2026-04-09 07:06:52,2026-04-09 07:06:59,2026-04-09,TW2561,4,C007,L004,0.821,"{""x"": 775, ""y"": 344, ""w"": 226, ""h"": 158}",
VH20260409_0010_TW2561,V_C007_20260409_070500,DETECTED_IN,2026-04-09 07:06:50,2026-04-09 07:06:58,2026-04-09,TW2561,4,C007,L004,0.948,"{""x"": 504, ""y"": 488, ""w"": 274, ""h"": 331}",
VH20260409_0003_TW2561,V_C007_20260409_070500,DETECTED_IN,2026-04-09 07:06:54,2026-04-09 07:06:57,2026-04-09,TW2561,4,C007,L004,0.984,"{""x"": 577, ""y"": 137, ""w"": 180, ""h"": 276}",
VH20260409_0006_TW2562,V_C007_20260409_070500,DETECTED_IN,2026-04-09 07:07:07,2026-04-09 07:07:09,2026-04-09,TW2562,4,C007,L004,0.725,"{""x"": 1299, ""y"": 198, ""w"": 217, ""h"": 287}",
VH20260409_0010_TW2562,V_C008_20260409_070500,DETECTED_IN,2026-04-09 07:07:00,2026-04-09 07:07:08,2026-04-09,TW2562,4,C008,L004,0.76,"{""x"": 972, ""y"": 233, ""w"": 271, ""h"": 268}",
VH20260409_0011_TW2562,V_C008_20260409_070500,DETECTED_IN,2026-04-09 07:07:01,2026-04-09 07:07:09,2026-04-09,TW2562,4,C008,L004,0.813,"{""x"": 118, ""y"": 190, ""w"": 157, ""h"": 301}",
VH20260409_0001_TW2562,V_C008_20260409_070500,DETECTED_IN,2026-04-09 07:07:06,2026-04-09 07:07:07,2026-04-09,TW2562,4,C008,L004,0.814,"{""x"": 841, ""y"": 380, ""w"": 85, ""h"": 144}",
VH20260409_0002_TW2562,V_C008_20260409_070500,DETECTED_IN,2026-04-09 07:07:00,2026-04-09 07:07:03,2026-04-09,TW2562,4,C008,L004,0.895,"{""x"": 546, ""y"": 580, ""w"": 250, ""h"": 320}",
VH20260409_0006_TW2565,V_C007_20260409_070500,DETECTED_IN,2026-04-09 07:07:35,2026-04-09 07:07:39,2026-04-09,TW2565,4,C007,L004,0.897,"{""x"": 553, ""y"": 541, ""w"": 125, ""h"": 389}",
VH20260409_0010_TW2565,V_C007_20260409_070500,DETECTED_IN,2026-04-09 07:07:32,2026-04-09 07:07:40,2026-04-09,TW2565,4,C007,L004,0.78,"{""x"": 188, ""y"": 494, ""w"": 139, ""h"": 356}",
VH20260409_0011_TW2565,V_C007_20260409_070500,DETECTED_IN,2026-04-09 07:07:36,2026-04-09 07:07:38,2026-04-09,TW2565,4,C007,L004,0.936,"{""x"": 487, ""y"": 424, ""w"": 176, ""h"": 263}",
VH20260409_0012_TW2565,V_C008_20260409_070500,DETECTED_IN,2026-04-09 07:07:34,2026-04-09 07:07:35,2026-04-09,TW2565,4,C008,L004,0.951,"{""x"": 741, ""y"": 470, ""w"": 221, ""h"": 150}",
VH20260409_0011_TW2566,V_C007_20260409_070500,DETECTED_IN,2026-04-09 07:07:45,2026-04-09 07:07:48,2026-04-09,TW2566,4,C007,L004,0.846,"{""x"": 778, ""y"": 38, ""w"": 244, ""h"": 306}",
VH20260409_0003_TW2566,V_C007_20260409_070500,DETECTED_IN,2026-04-09 07:07:41,2026-04-09 07:07:46,2026-04-09,TW2566,4,C007,L004,0.814,"{""x"": 757, ""y"": 637, ""w"": 190, ""h"": 314}",
VH20260409_0007_TW2566,V_C007_20260409_070500,DETECTED_IN,2026-04-09 07:07:44,2026-04-09 07:07:49,2026-04-09,TW2566,4,C007,L004,0.923,"{""x"": 840, ""y"": 102, ""w"": 67, ""h"": 319}",
VH20260409_0002_TW2568,V_C007_20260409_070500,DETECTED_IN,2026-04-09 07:08:03,2026-04-09 07:08:10,2026-04-09,TW2568,4,C007,L004,0.856,"{""x"": 1231, ""y"": 37, ""w"": 63, ""h"": 123}",
VH20260409_0003_TW2568,V_C007_20260409_070500,DETECTED_IN,2026-04-09 07:08:05,2026-04-09 07:08:10,2026-04-09,TW2568,4,C007,L004,0.714,"{""x"": 785, ""y"": 646, ""w"": 54, ""h"": 227}",
VH20260409_0012_TW2568,V_C008_20260409_070500,DETECTED_IN,2026-04-09 07:08:00,2026-04-09 07:08:07,2026-04-09,TW2568,4,C008,L004,0.956,"{""x"": 1345, ""y"": 465, ""w"": 184, ""h"": 262}",
VH20260409_0009_TW2569,V_C007_20260409_070500,DETECTED_IN,2026-04-09 07:08:11,2026-04-09 07:08:18,2026-04-09,TW2569,4,C007,L004,0.866,"{""x"": 86, ""y"": 203, ""w"": 265, ""h"": 202}",
VH20260409_0001_TW2570,V_C008_20260409_070500,DETECTED_IN,2026-04-09 07:08:21,2026-04-09 07:08:26,2026-04-09,TW2570,4,C008,L004,0.893,"{""x"": 729, ""y"": 739, ""w"": 284, ""h"": 356}",
VH20260409_0009_TW2570,V_C008_20260409_070500,DETECTED_IN,2026-04-09 07:08:21,2026-04-09 07:08:24,2026-04-09,TW2570,4,C008,L004,0.888,"{""x"": 445, ""y"": 221, ""w"": 93, ""h"": 319}",
VH20260409_0003_TW2571,V_C007_20260409_070500,DETECTED_IN,2026-04-09 07:08:34,2026-04-09 07:08:36,2026-04-09,TW2571,4,C007,L004,0.761,"{""x"": 694, ""y"": 384, ""w"": 293, ""h"": 362}",
VH20260409_0001_TW2571,V_C007_20260409_070500,DETECTED_IN,2026-04-09 07:08:32,2026-04-09 07:08:39,2026-04-09,TW2571,4,C007,L004,0.813,"{""x"": 154, ""y"": 342, ""w"": 66, ""h"": 213}",
VH20260409_0009_TW2572,V_C007_20260409_070500,DETECTED_IN,2026-04-09 07:08:42,2026-04-09 07:08:50,2026-04-09,TW2572,4,C007,L004,0.74,"{""x"": 192, ""y"": 547, ""w"": 211, ""h"": 214}",
VH20260409_0001_TW2572,V_C007_20260409_070500,DETECTED_IN,2026-04-09 07:08:40,2026-04-09 07:08:47,2026-04-09,TW2572,4,C007,L004,0.86,"{""x"": 1282, ""y"": 275, ""w"": 140, ""h"": 266}",
VH20260409_0007_TW2572,V_C008_20260409_070500,DETECTED_IN,2026-04-09 07:08:43,2026-04-09 07:08:49,2026-04-09,TW2572,4,C008,L004,0.778,"{""x"": 1314, ""y"": 458, ""w"": 251, ""h"": 168}",
VH20260409_0010_TW2572,V_C008_20260409_070500,DETECTED_IN,2026-04-09 07:08:48,2026-04-09 07:08:50,2026-04-09,TW2572,4,C008,L004,0.965,"{""x"": 1190, ""y"": 231, ""w"": 137, ""h"": 92}",
VH20260409_0004_TW2575,V_C007_20260409_070500,DETECTED_IN,2026-04-09 07:09:19,2026-04-09 07:09:20,2026-04-09,TW2575,4,C007,L004,0.934,"{""x"": 844, ""y"": 561, ""w"": 221, ""h"": 150}",
VH20260409_0006_TW2577,V_C007_20260409_070500,DETECTED_IN,2026-04-09 07:09:35,2026-04-09 07:09:40,2026-04-09,TW2577,4,C007,L004,0.773,"{""x"": 563, ""y"": 632, ""w"": 178, ""h"": 280}",
VH20260409_0010_TW2577,V_C007_20260409_070500,DETECTED_IN,2026-04-09 07:09:30,2026-04-09 07:09:35,2026-04-09,TW2577,4,C007,L004,0.802,"{""x"": 1315, ""y"": 680, ""w"": 138, ""h"": 341}",
